UniqueCount	AmbigCount
17	11
3	1
59	92
2	92
110	0
7	1
230	0
135	0
97	6
56	6
2	89
1	101
3	28
151	0
6	35
4	35
66	0
5	0
46	0
7	145
17	145
3	259
8	259
6	381
8	381
106	153
1	153
404	2
20	0
5	8
3	8
4	0
48	0
29	0
73	0
7	0
85	0
25	0
2	0
12	0
5	0
19	0
12	0
8	1
277	1
10	0
6	1
7	1
3	0
11	0
6	0
58	0
4	0
3	0
3	0
5	0
42	0
17	0
7	0
85	0
14	0
15	0
5	0
4	0
7	0
28	0
8	0
70	0
15	0
4	0
5	0
6	0
108	0
25	1
4	0
11	0
37	0
9	0
7	0
4	1
5	0
56	0
70	0
13	1
3	0
16	0
5	1
57	0
12	0
9	1
8	0
24	0
7	0
16	0
6	0
3	0
3	0
3	0
4	1
10	0
61	0
73	1
5	2
4	0
5	0
26	0
22	1
81	0
17	0
15	1
5	0
3	0
9	0
9	0
55	0
26	1
11	0
109	0
3	0
14	0
16	0
6	0
4	0
21	1
169	0
6	0
9	0
47	0
6	0
4	2
9	2
5	2
14	2
4	2
38	2
44	3
21	1
10	1
6	2
23	2
6	3
4	2
6	0
48	0
8	0
139	1
32	1
28	1
46	1
21	1
18	1
3	3
15	2
6	1
11	1
6	0
3	4
9	3
11	3
9	1
38	13
2	13
16	0
5	0
1	4
3	59
9	58
14	5
9	0
140	4
25	2
2	2
21	0
3	2
34	1
3	44
44	44
2	1
4	2
2	2
6	3
52	0
6	0
4	2
9	2
9	0
13	2
11	2
2	1
19	1
100	1
77	1
4	0
17	0
13	0
19	0
14	2
7	2
16	0
20	1
23	1
26	1
69	0
13	0
9	0
11	0
7	3
6	2
42	0
17	0
35	0
35	2
20	2
6	35
4	35
9	0
52	1
96	2
5	0
232	0
8	2
4	2
14	2
16	2
6	0
40	0
17	19
2	19
74	1
3	2
10	2
8	2
7	2
13	0
28	1
3	0
26	0
92	0
6	0
23	2
12	1
2	3
2	16
1	27
9	43
5	2
30	1
5	2
3	2
11	2
41	2
143	1
19	1
25	1
17	0
7	0
19	1
78	2
52	3
4	47
4	47
5	0
4	18
124	18
5	4
172	1
8	0
19	1
21	0
9	0
10	2
5	2
60	1
43	1
7	1
127	2
45	3
45	0
13	3
23	3
18	0
44	0
4	1
4	0
4	0
11	0
4	0
7	0
5	0
5	0
3	0
4	1
4	0
3	0
4	0
5	0
2	0
5	0
3	0
5	2
3	0
5	0
6	0
11	0
3	0
8	0
5	1
5	0
2	0
5	0
3	1
4	1
11	0
6	0
3	0
3	0
3	0
5	1
3	0
5	0
2	2
5	0
7	0
3	1
3	0
5	0
3	0
3	0
8	0
5	0
4	0
3	1
4	0
6	0
5	0
3	0
3	0
5	0
4	0
3	0
6	0
6	0
4	0
3	0
10	1
4	0
5	2
6	0
6	0
6	0
3	0
5	1
3	1
5	0
3	0
3	0
5	0
3	0
4	0
8	1
6	0
5	2
8	0
4	0
3	0
8	0
3	0
3	0
10	0
2	1
6	0
7	0
7	0
4	0
2	1
43	0
4	0
4	0
4	0
2322	4
5	0
9	0
11	1
86	0
4	0
4	1
5	0
3	0
12	0
4	0
4	0
5	0
5	0
10	1
5	0
42	1
29	0
8	0
4	0
4	0
32	0
5	0
68	0
20	1
127	0
36	0
36	0
6	0
3	0
16	0
17	1
6	0
6	0
7	0
3	0
12	0
9	0
3	0
2	1
23	0
5	0
21	1
4	0
7	1
6	0
41	1
2	1
15	1
4	0
4	0
10	0
54	0
4	105
19	105
88	0
11	0
4	0
4	0
4	0
34	1
5	0
6	0
5	1
8	0
6	0
4	0
20	1
8	1
4	0
6	0
8	59
8	59
4	0
4	10
4	10
5	0
3	0
5	0
17	0
5	0
7	0
40	0
3	0
30	0
3	0
4	2
52	0
8	0
449	3
496	1
361	1
156	149
0	149
412	0
9318	9
370	0
229	1
56	1
851	1
39	0
937	1
140	388
12	388
19	133
24	133
1206	1
781	0
41	391
0	416
23	240
216	2629
29	2628
425	0
194	0
349	0
238	1
9	162
7	162
661	1
5	917
130	2063
86	2064
62	2052
65	1772
0	979
68	870
760	1
17	1062
3	228
12	984
14	1229
14	1173
96	1118
564	1
274	2169
10	768
17	2202
13	765
60	765
593	1
5	278
26	322
0	454
438	0
653	0
7	9
9	8
8	0
3	0
29	1629
41	1629
233	0
0	603
6	578
30	569
1	307
8	436
0	132
36	638
66	638
83	36
964	11
0	42
325	0
27	566
13	572
3	551
277	0
287	0
4	563
27	773
4	773
28	773
153	740
19	702
7	38
0	280
21	247
46	234
7	178
2	178
0	53
4	41
3	29
30	79
35	0
48	0
15	1782
283	1782
35	80
74	80
66	0
100	0
750	1
145	692
30	692
14	13
59	3
33	10
127	910
23	910
6	738
3	738
289	0
29	633
23	633
2084	2
161	62
104	64
51	0
64	2
64	0
13	332
4	332
26	66
22	66
63	0
443	0
7	0
478	0
27	510
44	510
9662	11
661	1
141	0
10	52
2	52
13	0
16	24
23	143
26	96
8	77
18	141
2	20
33	15
11	78
10	82
2	50
0	121
40	66
196	14
32	22
19	0
5	1086
265	1059
37	1089
1320	1
1228	410
36	396
14	395
20	378
46	3
176	312
24	309
53	0
37	0
338	3
53	0
401	21
20	20
14	170
11	170
40	195
145	195
45	538
3	614
3	562
7	564
15	339
326	0
68	5
36	4
333	0
53	1
5	15
27	15
3872	2
1640	2
356	0
599	2
67	1268
4	1268
19	434
12	434
6	3
63	392
96	389
36	25
10	241
2	216
6	351
12	209
19	188
3	368
7	152
7	344
5	340
184	920
28	920
0	521
18	455
2	375
251	1
3	325
36	325
222	633
4	633
102	0
71	378
4	2
205	97
13	14
59	883
0	93
1	865
14	791
38	581
24	554
11	297
25	297
143	2
2	1
893	0
7	841
45	885
8	1042
2	1000
14	2627
115	2627
521	0
98	0
193	1
16	2
6	4
23	2
99	1
20	278
3	278
30	3
23	1
11	0
12	0
9	0
8	1
5	0
5	0
8	0
19	0
8	0
5	0
21	1
3	0
9	0
19	0
3	0
5	0
7	0
4	0
9	1
6	0
7	1
21	0
4	0
7	1
5	0
4	0
17	2
3	0
4	0
13	0
3	0
6	0
3	0
205	0
5	0
11	1
42	0
14	0
3	0
3	0
27	0
30	0
12	0
12	0
4	3
2	3
19	0
67	0
250	0
7	1
8	1
4	0
11	0
5	0
3	0
27	1
12	1
1440	2
5	0
3	0
6	0
14	1
14	0
7	0
3	0
8	0
4	20
2	20
10	0
9	0
7	0
3	0
3	0
161	0
4	0
42	1
9	0
12	1
2	1
31	1
7	1
5	0
5	0
14	1
10	0
41	0
13	0
6	0
6	0
18	0
3	0
4	0
99	0
7	0
3	0
84	0
153	0
16	0
36	0
8	0
60	0
9	0
3	0
5	0
81	0
12	0
3	0
556	1
10	0
25	0
4	1
10	0
8	0
76	0
80	0
8	0
37	0
4	0
6	0
13	2
4	0
7	0
816	0
14	12
1	12
30	0
60	0
11	0
56	1
29	0
28	0
5	0
87	1
86	0
22	0
71	0
6	0
30	0
4	1
4	0
3	0
3	0
17	0
35	1
5	0
12	1
116	0
5	0
5	0
4	0
3	0
13	0
31	0
94	0
21	0
10	1
3	19
4	19
7	0
15	0
27	0
7	1
6	0
34	0
24	93
5	93
312	1
27	0
41	2
21	1
8	0
77	0
131	0
3	0
2	1
25	0
28	0
26	0
289	0
3	0
144	0
4	0
9	1
71	2
4	0
18	1
73	0
35	1
152	0
9	0
10	1
4	0
10	0
40	0
5	0
591	0
95	0
16	0
172	0
6	0
50	0
69	0
24	0
96	0
22	0
5	0
41	0
45	0
6	1
36	0
4	0
38	0
6	0
10	2
22	1
4	0
12	1
18	0
152	0
3	0
12	0
85	0
119	0
7	0
12	0
4	2
19	0
28	1
25	0
16	0
27	0
3	0
29	0
13	1
178	0
4	0
17	0
22	0
87	0
5	0
21	0
17	0
9	0
4	0
7	0
13	1
217	0
3	0
14	0
11	1
49	0
12	1
25	0
4	0
25	0
29	0
42	0
9	1
21	1
4	0
5	0
59	0
9	0
6	0
7	0
53	2
10	0
7	1
9	0
8	0
60	0
62	0
10	0
15	0
26	1
19	0
4	0
5	0
5	1
25	0
3	1
7	0
15	0
6	0
6	1
6	1
4	0
5	0
5	0
5	0
117	0
71	0
19	0
3	0
3	0
4	0
3	0
4	0
4	0
3	0
9	0
3	0
3	0
4	0
3	0
3	0
2	0
5	0
3	1
5	0
4	0
3	0
3	1
2	1
4	0
4	0
3	0
3	0
3	0
3	0
3	0
4	0
3	0
2	1
3	0
4	1
3	0
4	0
3	0
3	0
6	0
4	1
3	1
3	1
3	0
3	1
3	0
3	0
3	0
3	0
4	0
3	0
6	0
3	0
3	0
3	0
4	0
3	0
17	0
60	0
5	0
18	1
24	0
12	0
6	0
20	0
22	0
5	0
32	2
3	0
3	1
88	1
5	0
7	0
4	0
7	1
107	2
4	0
29	0
12	0
8	0
8	0
49	0
11	1
8	0
6	1
4	0
7	0
20	0
15	0
44	0
4	1
3	0
75	0
9	0
4	0
4	0
3	0
4	0
76	0
38	0
4	0
4	1
5	1
4	0
16	1
40	0
6	2
26	1
17	1
19	1
9	0
27	0
6	0
16	1
3	0
2	1
13	1
45	0
22	1
9	0
43	0
4	0
5	1
4	0
4	0
88	0
4	0
23	0
3	0
4	0
18	1
11	1
9	0
11	0
12	0
4	1
18	1
20	0
6	0
272	0
8	0
17	0
24	0
7	1
9	0
17	0
15	0
11	0
4	0
5	0
19	0
17	0
5	1
5	0
16	0
7	0
8	0
4	0
29	0
4	0
3	0
48	0
3	0
7	1
11	0
5	0
5	1
3	0
6	0
7	0
8	0
5	0
4	0
20	1
15	0
12	1
3	2
6	0
4	1
9	1
5	0
3	0
18	0
3	0
232	0
3	0
5	0
4	1
4	0
3	0
5	1
8	1
167	0
3	0
15	0
4	1
2	2
5	0
5	0
4	0
5	0
24	0
6	0
6	1
13	1
5	0
5	0
11	0
9	0
5	0
8	0
6	0
5	0
9	1
5	1
4	0
4	0
27	0
7	0
9	0
6	0
3	0
4	0
4	0
5	0
17	0
70	0
4	0
3	0
48	0
19	2
10	0
3	0
26	2
4	0
4	0
18	0
5	0
5	0
4	0
4	0
44	0
4	1
20	0
16	0
85	0
26	1
17	0
5	0
131	0
8	0
50	0
151	0
7	0
104	0
3	0
73	0
34	0
24	0
16	0
6	0
19	0
13	0
5	0
48	0
9	0
12	0
8	0
18	2
40	0
31	0
9	0
20	1
21	0
4	0
23	1
89	0
12	0
5	0
19	0
9	0
5	0
16	0
8	0
22	0
11	0
7	0
13	0
13	0
5	0
14	0
72	0
8	1
5	0
6	0
65	0
68	1
6	0
58	0
6	0
17	0
12	0
7	0
14	0
3	1
48	0
25	1
2058	4
25	2
25	0
48	0
144	0
102	0
5	0
46	1
6	0
8	0
4	0
11	1
12	0
15	0
10	1
101	1
9	0
3	0
5	1
211	0
4	0
4	1
97	0
14	1
64	0
7	1
13	0
4	0
17	0
6	1
3	0
24	0
6	0
8	1
3	0
8	1
5	0
6	1
6	1
4	0
3	0
4	1
4	0
6	1
5	0
6	0
4	1
13	0
5	1
50	0
4	1
4	0
3	1
5	0
4	0
27	1
9	1
7	0
12	0
3	0
8	0
10	0
10	1
3	0
7	1
7	0
3	0
11	0
5	0
8	0
8	1
4	0
4	0
3	0
5	0
9	0
5	1
16	0
4	0
5	0
4	1
2	2
6	0
4	0
4	0
5	0
4	0
4	0
6	0
7	0
4	0
5	0
8	1
5	0
5	1
8	1
8	1
3	1
10	1
11	0
7	0
6	1
13	0
50	0
4	0
10	0
8	0
3	0
2	1
10	0
4	0
9	0
8	0
3	0
4	0
31	0
5	0
7	0
5	0
8	2
3	1
3	0
16	0
12	0
6	2
5	0
7	0
10	0
8	0
8	0
12	0
14	0
3	0
9	0
3	0
19	0
10	1
5	0
11	0
5	0
6	0
7	0
6	0
3	0
8	0
6	0
30	0
8	0
8	1
26	0
9	0
5	0
4	0
13	0
4	0
41	0
15	0
6	2
4	0
12	0
4	0
14	0
5	1
6	1
7	0
4	0
23	0
4	0
3	0
3	1
4	0
4	0
15	0
8	0
7	0
38	0
4	0
15	0
3	0
5	0
725	1
7	0
7	1
4	0
2	0
3	0
4	1
37	0
5	1
11	0
13	0
8	0
20	0
155	0
5	0
53	1
4	0
25	0
5	0
115	0
6	1
4	1
4	0
36	0
3	0
39	1
7	1
5	0
11	0
6	0
92	0
5	0
6	0
262	0
24	0
62	0
63	0
7	0
242	0
4	0
5	1
63	0
17	1
17	1
7	1
7	0
19	2
21	0
194	0
35	0
5	0
26	0
4	0
16	0
87	0
27	2
18	0
15	0
3	42
26	42
13	0
184	0
21	0
19	0
2207	2
3	0
56	0
19	1
6	0
81	1
14	1
345	1
232	0
48	0
7	0
4	0
3	0
3	0
20	15
1	14
88	0
3	0
5	92
11	92
95	0
20	1
113	0
23	0
21	0
70	0
4	0
9	0
14	1
233	0
9	1
37	0
5	0
6	0
60	237
2	236
69	0
10	1
119	0
5	0
448	0
6	1
21	0
18	0
30	0
30	0
9	0
25	0
8	1
219	0
4	0
11	0
6	0
8	0
30	0
28	1
60	0
7	0
39	1
7	0
5	0
40	0
12	0
5	0
6	0
36	2
84	0
17	1
5	0
4	0
5	0
39	0
4	0
4	0
41	0
9	0
5	0
32	1
6	0
32	0
51	1
121	0
16	0
2	1
12	0
11	0
21	1
20	1
4	0
48	0
7	0
7	0
61	0
19	0
2	2
5	1
15	0
15	0
5	0
31	0
19	3
3	0
37	0
188	0
6	0
79	0
27	0
10	1
12	0
9	0
125	0
7	0
15	0
11	1
7	0
31	1
39	0
193	0
6	0
42	1
45	1
11	0
11	0
45	0
5	23
3	23
35	0
44	1
7	0
6	0
3	0
7	0
4	0
71	0
3	0
10	0
7	0
359	0
65	0
8	1
75	0
3	0
93	1
4	0
3	0
5	2
10	0
6	0
96	0
22	0
9	0
3	0
40	0
3	0
8	0
10	0
7	0
89	0
6	0
12	1
7	1
3	0
8	0
13	2
146	0
6	0
5	0
5	0
21	0
3	0
4	0
24	0
14	1
5	2
24	0
6	0
5	0
7	0
5	0
5	0
4	0
4	0
4	0
12	0
6	0
6	0
3	0
5	1
3	1
4	0
4	0
9	0
8	0
4	0
11	0
12	0
27	0
6	0
7	0
10	0
4	0
6	0
5	0
5	1
5	0
3	0
10	0
7	0
1793	4
12	0
11	0
5	0
5	0
8	0
10	0
4	0
7	0
6	0
5	0
8	0
18	0
9	0
8	0
74	1
3	0
6	1
9	0
10	0
3	0
4	0
51	0
3	1
5	0
22	1
6	0
4	0
8	0
5	0
8	0
10	0
4	0
7	0
6	0
5	0
9	0
20	0
7	0
39	0
131	0
5	0
8	0
24	0
5	0
14	0
13	0
4	0
9	1
3	0
7	0
18	0
5	101
2	101
16	0
6	1
50	0
5	1
12	1
115	1
2	0
43	1
11	1
16	0
8	0
28	1
100	0
2	1
5	0
1	229
1	229
3	0
16	2
21	2
14	0
9	0
10	0
7	0
5	0
13	0
6	0
7	1
7	1
7	0
7	2
5	2
75	1
5	2
12	2
4	0
3	2
5	0
2	2
7	2
21	0
3	0
10	3
10	2
3	0
4	0
42	0
15	0
3	2
3	2
26	0
7	1
30	0
7	0
9	2
3	2
4	3
120	2
10	1
8	1
16	1
3	2
4	2
1	2
4	0
4	2
2	0
5	0
5	0
8	1
16	0
5	0
20	0
4	0
7	0
4	0
3	2
39	2
17	0
3	2
8	2
2	2
13	1
10	0
13	1
7	0
16	0
7	0
39	0
11	0
3	0
11	0
37	0
17	2
3	1
4	0
3	0
3	0
3	0
4	0
6	0
4	0
34	1
7	0
7	0
3	0
176	1
6	0
5	0
2	3
5	2
3	2
4	2
6	0
3	2
16	2
17	1
11	0
55	1
49	1
87	0
11	1
3	431
35	431
6	0
30	1
26	0
4	0
79	1
18	0
26	1
5	55
3	55
14	0
13	1
45	0
5	0
33	0
127	0
49	0
33	0
20	0
106	0
8	0
6	0
3	0
9	0
200	1
18	0
7	0
5	0
5	0
13	0
21	0
34	1
1898	3
11	0
7	1
20	0
108	1
272	0
6	91
4	91
21	1
5	0
112	0
53	0
38	1
5	0
14	0
27	0
7	1
6	0
5	1
38	0
20	0
10	0
6	0
2	1
12	0
6	0
226	0
26	0
19	0
3	0
121	0
69	0
3	0
302	0
7	0
41	1
10	1
5	0
8	62
7	62
103	0
195	88
2	88
23	2
5	233
8	233
16	0
16	1
3	0
6	0
5	0
6	0
15	0
20	0
33	1
112	1
26	0
2	17
4	17
6	0
8	2
42	0
5	0
8	1
11	0
4	0
7	7
6	6
4	19
3	18
5	0
5	0
12	3
8	4
7	0
11	0
3	0
73	2
4	0
5	7
15	9
10	0
13	0
155	0
13	3
41	3
14	0
2	1
5	3
3	18
1	18
8	0
11	0
15	0
41	0
20	2
32	2
16	0
10	1
7	0
10	0
4	0
11	2
3	3
34	3
17	0
8	0
1	3
1	4
10	0
5	1
16	0
9	422
40	422
6	1
11	2
6	1
8	0
6	25
15	73
0	94
5	0
6	0
64	0
13	0
16	1
3	1
1	2
16	3
7	3
6	4
19	0
5	0
34	0
6	2
11	2
18	1
20	2
30	2
11	2
23	2
13	0
44	0
14	1
465	2
4	0
8	3
12	3
11	2
4	77
1	66
0	117
3	0
7	1
5	17
4	17
18	0
43	0
156	1
16	3
14	2
9	0
4	0
16	1
8	0
4	0
5	1
11	1
26	1
98	0
3	2
5	2
44	1
3	0
99	1
16	0
4	0
35	0
44	1
11	3
4	149
14	149
2	0
6	0
9	1
113	0
8	1
3	1
4	0
5	0
9	1
25	1
14	0
27	0
8	3
7	3
10	0
17	1
7	0
11	1
6	1
13	0
3	0
3	13
31	13
4	0
7	1
6	1
22	0
236	3
2	3
9	2
6	2
23	0
8	0
5	0
7	1
9	0
3	1
8	0
12	1
4	0
15	116
8	116
10	0
8	0
19	0
4	2
5	2
15	2
26	2
109	0
25	1
180	1
67	0
144	0
16	0
127	0
7	0
8	2
129	0
240	0
5	0
3	0
3	0
9	0
17	0
4	0
51	1
12	1
10	0
21	1
25	0
10	0
10	1
22	0
22	0
3	0
3	0
5	0
12	0
3	0
4	0
160	0
10	1
88	0
195	0
8	0
9	1
6	0
5	0
6	1
12	0
15	0
238	1
31	0
10	0
48	1
133	1
34	0
159	0
57	1
27	0
262	1
84	2
68	0
145	0
389	0
75	0
226	1
9	0
8	0
5	0
11	0
28	0
10	0
5	0
6	0
62	1
23	0
76	0
5	0
4	0
12	1
24	0
3	1
4	0
66	0
5	0
3	0
9	0
19	0
74	1
65	0
1478	0
22	216
3	216
7	0
13	0
15	0
3	1
12	0
11	0
4	0
16	1
3	1
4	0
60	0
51	0
4	1
77	0
95	0
30	0
13	1
13	0
6	0
4	0
4	0
3	0
9	0
11	0
13	1
7	0
8	1
5	1
15	1
7	0
19	1
1876	0
4	0
4	0
4	0
8	0
21	0
74	1
25	0
5	0
18	1
7	0
4	0
7	0
3	1
21	0
4	0
4	0
10	0
9	0
7	0
7	1
3	0
3	0
7	0
102	1
11	0
15	1
5	0
5	0
7	1
6	0
5	0
4	0
3	0
4	0
5	0
14	0
5	0
3	0
7	1
3	0
13	0
10	1
3	0
5	0
6	0
3	0
3	0
29	1
5	1
15	1
7	1
48	0
11	1
3	0
79	0
6	0
5	1
4	0
15	1
4	0
4	0
3	0
9	0
5	0
18	0
18	2
7	1
5	0
20	1
4	0
6	0
10	0
244	0
90	0
44	1
226	0
56	0
935	0
84	1
5	0
4	0
4	62
3	62
12	0
9	0
6	1
3	0
4	0
13	0
9	0
24	0
97	0
3	0
6	0
11	1
15	0
5	0
6	0
8	1
6	0
24	1
6	0
42	1
6	0
10	0
82	0
5	1
4	0
4	0
17	0
3	0
84	0
4	1
4	0
6	0
50	1
13	0
53	0
10	0
4	2
3	0
3	0
215	1
3	0
11	0
11	0
4	0
24	0
136	0
278	0
16	0
17	1
4	2
41	0
2	44
2	44
36	0
8	0
53	0
68	0
1	357
88	357
33	0
10	1
20	0
6	0
3	0
375	1
16	1
9	0
10	0
13	1
363	0
12	0
10	0
8	0
27	0
18	2
27	0
46	0
9	1
35	0
4	3
30	0
3	0
19	0
12	0
9	0
69	0
4	0
2	1
2	1
3	0
4	0
3	0
4	0
3	0
7	0
4	0
4	0
4	0
3	0
2	1
3	0
4	0
4	0
4	1
4	0
3	0
4	0
4	0
3	0
3	0
3	0
10	0
2	1
4	0
5	0
5	0
4	0
3	0
3	1
3	1
10	0
3	0
5	0
7	0
5	0
3	0
4	0
6	0
5	0
3	0
4	0
4	0
3	0
8	0
3	0
3	0
3	0
3	0
8	0
6	0
4	0
4	0
4	0
4	0
3	0
3	1
5	0
3	0
3	0
5	0
3	0
3	0
2	1
5	0
3	0
4	0
5	0
3	0
3	0
5	0
7	0
12	1
60	0
12	1
6	0
4	1
38	0
4	0
3	0
4	1
3	0
4	0
35	0
7	0
11	0
5	0
9	0
4	0
5	1
3	0
3	0
7	1
11	0
7	0
13	0
4	0
14	0
3	0
3	0
12	0
2	1
6	0
63	0
9	0
8	0
17	1
8	0
5	0
5	0
5	1
27	0
4	0
5	0
11	0
18	0
5	1
3	0
21	0
5	1
3	2
39	0
7	0
7	0
21	0
10	0
3	0
3	0
3	0
5	1
11	1
5	1
85	0
7	0
3	1
5	0
7	0
4	0
20	0
3	0
5	1
4	1
5	0
3	0
7	0
11	0
3	1
13	1
8	0
10	0
3	0
13	0
91	0
28	0
45	0
8	0
4	0
4	0
3	0
6	0
7	0
4	0
4	0
276	1
71	1
97	0
277	0
84	0
14	7
3	7
1	0
7	0
5	1
10	2
5	0
4	0
8	0
4	1
31	1
9	1
4	2
2	2
24	0
18	0
20	1
5	0
4	0
13	0
8	0
5	1
3	1
13	0
6	1
3	0
8	0
12	0
25	0
7	0
4	0
130	0
31	0
4	0
9	1
7	0
5	0
5	0
10	0
4	0
41	0
4	0
59	0
6	0
2	54
1	54
5	41
1	56
8	0
4	0
4	0
6	0
76	2
17	2
6	0
7	0
17	1
31	1
5	0
5	0
7	0
6	0
9	0
12	0
8	0
9	0
35	0
3	0
127	0
11	1
3	0
9	0
4	0
14	1
6	0
26	1
11	0
5	2
4	2
13	3
12	2
8	0
3	0
3	0
2	8
1	8
4	0
18	1
3	0
268	0
4	1
18	0
4	0
16	1
5	0
6	0
5	0
10	0
204	0
10	0
7	0
4	0
4	0
13	2
21	2
4	0
8	0
3	2
2	3
2	2
3	2
4	0
3	2
4	2
7	0
32	0
2	2
10	2
8	0
25	0
32	0
22	0
23	0
8	0
4	0
7	1
9	0
6	0
3	1
4	2
2	2
4	0
5	0
11	1
5	0
8	0
6	1
4	1
14	1
31	0
5	0
8	3
14	2
6	0
8	0
11	0
4	0
12	0
15	0
12	2
4	2
9	2
8	2
9	0
12	0
10	2
213	1
4	0
14	1
9	1
19	0
25	1
7	0
5	0
3	0
16	0
12	2
2	1
10	3
7	0
5	0
8	0
3	2
6	3
5	0
14	0
90	1
2	41
2	41
4	0
9	0
36	0
6	1
6	0
17	2
41	2
60	1
8	1
6	2
8	74
2	74
41	0
8	0
24	0
8	0
37	0
37	1
48	1
7	0
11	0
21	0
38	0
22	0
17	1
8	1
6	0
8	0
7	2
4	0
5	0
9	0
81	0
3	0
28	0
5	1
141	0
9	0
7	0
29	0
32	0
3	0
5	0
503	0
6	0
129	0
10	0
8	0
61	0
9	0
3	0
4	0
5	0
7	0
4	0
3	1
16	0
78	0
6	0
3	0
8	0
7	0
5	0
11	1
17	0
13	0
9	1
8	1
13	0
3	0
23	0
16	0
3	0
67	0
4	0
9	0
3	1
40	0
5	0
11	0
2	51
3	51
5	0
6	0
7	1
6	0
71	0
52	0
7	0
7	0
4	0
3	0
8	0
5	0
3	1
3	0
15	0
10	0
17	0
3	1
5	0
5	1
3	0
37	0
3	0
3	0
356	0
8	1
7	0
4	0
7	0
10	0
3	0
3	0
3	0
3	0
3	0
2	1
3	1
3	0
4	0
3	0
6	0
5	0
4	2
3	0
3	0
4	0
3	0
5	1
5	0
4	0
3	0
4	0
21	0
5	0
6	0
6	0
3	0
4	1
6	0
3	0
6	0
5	0
3	0
3	2
5	0
4	0
3	0
3	0
3	0
5	0
3	0
6	0
3	0
4	0
3	0
3	0
3	0
4	0
3	0
3	0
7	0
3	0
3	0
5	0
3	0
3	0
4	0
3	1
4	0
8	0
6	0
3	0
9	0
8	0
3	0
2	1
5	0
5	2
6	0
4	0
4	0
5	0
6	0
4	0
9	0
19	0
6	0
3	0
5	0
5	0
4	0
7	0
5	0
5	0
4	2
4	0
4	0
4	0
7	0
28	4
8	0
4	0
10	1
5	0
3	0
3	0
3	0
8	1
4	1
4	0
3	0
13	1
20	2
8	0
25	0
5	0
3	0
5	0
2	0
18	0
5	0
7	0
3	0
3	1
6	0
5	0
5	1
5	0
3	0
8	1
7	0
4	0
3	0
8	1
4	0
7	0
63	0
3	1
3	0
3	0
6	0
5	0
4	0
6	1
15	1
1	104
4	127
32	128
3	0
6	0
3	1
4	1
6	0
4	0
7	2
6	0
18	0
10	0
4	0
9	0
4	1
12	0
16	0
29	0
6	0
5	0
3	0
10	1
3	0
3	0
4	0
4	1
3	0
4	0
5	0
10	0
15	1
24	2
41	1
27	0
8	0
3	1
2	1
6	0
2	2
3	1
6	2
3	4
10	1
29	1
8	0
23	2
53	2
74	0
8	2
22	2
8	0
4	0
6	2
17	2
8	1
