,gene_id,count_light,count_nonlight,count_diff
13073,TRINITY_DN5102_c0_g1_i1,10.0,6.0,4.0
13076,TRINITY_DN5105_c0_g1_i1,16.0,12.0,4.0
13184,TRINITY_DN5192_c0_g1_i1,10.0,6.0,4.0
13186,TRINITY_DN5194_c0_g1_i1,12.0,8.0,4.0
13198,TRINITY_DN5200_c0_g1_i1,10.0,6.0,4.0
13209,TRINITY_DN520_c0_g1_i2,4.0,0.0,4.0
13224,TRINITY_DN5220_c0_g1_i1,4.0,0.0,4.0
13126,TRINITY_DN5147_c0_g1_i1,10.0,6.0,4.0
250,TRINITY_DN10185_c0_g1_i1,10.0,6.0,4.0
4073,TRINITY_DN13396_c0_g1_i1,4.0,0.0,4.0
4075,TRINITY_DN13398_c0_g1_i1,4.0,0.0,4.0
4055,TRINITY_DN13379_c0_g1_i1,4.0,0.0,4.0
4122,TRINITY_DN1343_c0_g1_i1,14.0,10.0,4.0
4132,TRINITY_DN13449_c0_g1_i1,4.0,0.0,4.0
18971,TRINITY_DN9624_c0_g1_i1,10.0,6.0,4.0
18979,TRINITY_DN9631_c0_g1_i1,12.0,8.0,4.0
18982,TRINITY_DN9634_c0_g1_i1,12.0,8.0,4.0
216,TRINITY_DN10158_c0_g1_i1,10.0,6.0,4.0
3648,TRINITY_DN13014_c0_g1_i1,4.0,0.0,4.0
3651,TRINITY_DN13017_c0_g1_i1,4.0,0.0,4.0
3652,TRINITY_DN13018_c0_g1_i1,4.0,0.0,4.0
4154,TRINITY_DN13470_c0_g1_i1,4.0,0.0,4.0
4158,TRINITY_DN13474_c0_g1_i1,4.0,0.0,4.0
4112,TRINITY_DN13430_c0_g1_i1,4.0,0.0,4.0
4216,TRINITY_DN1352_c1_g1_i1,4.0,0.0,4.0
4235,TRINITY_DN13549_c0_g1_i1,4.0,0.0,4.0
4236,TRINITY_DN1354_c0_g1_i1,14.0,10.0,4.0
4201,TRINITY_DN13515_c0_g1_i1,4.0,0.0,4.0
3645,TRINITY_DN13010_c0_g1_i1,4.0,0.0,4.0
1612,TRINITY_DN1126_c1_g1_i1,4.0,0.0,4.0
13810,TRINITY_DN5636_c0_g1_i1,4.0,0.0,4.0
13822,TRINITY_DN5645_c0_g1_i1,10.0,6.0,4.0
13828,TRINITY_DN5650_c0_g1_i1,12.0,8.0,4.0
13848,TRINITY_DN5666_c0_g1_i1,4.0,0.0,4.0
13854,TRINITY_DN5670_c0_g1_i1,16.0,12.0,4.0
13855,TRINITY_DN5671_c0_g1_i1,4.0,0.0,4.0
1547,TRINITY_DN11214_c0_g1_i1,4.0,0.0,4.0
1342,TRINITY_DN11048_c0_g1_i1,14.0,10.0,4.0
1347,TRINITY_DN11052_c0_g1_i1,8.0,4.0,4.0
13771,TRINITY_DN5606_c0_g1_i1,8.0,4.0,4.0
13773,TRINITY_DN5608_c0_g1_i1,8.0,4.0,4.0
13786,TRINITY_DN5619_c0_g1_i1,10.0,6.0,4.0
13033,TRINITY_DN5070_c0_g1_i1,10.0,6.0,4.0
13052,TRINITY_DN5086_c0_g1_i1,12.0,8.0,4.0
13055,TRINITY_DN5089_c0_g1_i1,12.0,8.0,4.0
13059,TRINITY_DN5091_c0_g1_i1,10.0,6.0,4.0
18914,TRINITY_DN9576_c0_g1_i1,12.0,8.0,4.0
4245,TRINITY_DN13559_c0_g1_i1,4.0,0.0,4.0
4266,TRINITY_DN1357_c1_g1_i1,4.0,0.0,4.0
4270,TRINITY_DN13583_c0_g1_i1,4.0,0.0,4.0
18831,TRINITY_DN9500_c0_g1_i1,8.0,4.0,4.0
18863,TRINITY_DN9530_c0_g1_i1,4.0,0.0,4.0
18870,TRINITY_DN9537_c0_g1_i1,6.0,2.0,4.0
18889,TRINITY_DN9555_c0_g1_i1,4.0,0.0,4.0
4300,TRINITY_DN13610_c0_g1_i1,4.0,0.0,4.0
4308,TRINITY_DN13619_c0_g1_i1,4.0,0.0,4.0
4313,TRINITY_DN13623_c0_g1_i1,4.0,0.0,4.0
4326,TRINITY_DN13633_c0_g1_i1,4.0,0.0,4.0
4327,TRINITY_DN13634_c0_g1_i1,4.0,0.0,4.0
18796,TRINITY_DN946_c0_g2_i2,4.0,0.0,4.0
18804,TRINITY_DN9478_c0_g1_i1,8.0,4.0,4.0
4355,TRINITY_DN13660_c0_g1_i1,4.0,0.0,4.0
4367,TRINITY_DN13673_c0_g1_i1,4.0,0.0,4.0
3592,TRINITY_DN12971_c0_g1_i1,4.0,0.0,4.0
3596,TRINITY_DN12975_c0_g1_i1,4.0,0.0,4.0
4297,TRINITY_DN13609_c0_g1_i1,4.0,0.0,4.0
1651,TRINITY_DN11302_c0_g1_i1,10.0,6.0,4.0
12853,TRINITY_DN4945_c0_g1_i1,14.0,10.0,4.0
12854,TRINITY_DN4946_c0_g1_i1,12.0,8.0,4.0
12867,TRINITY_DN4957_c0_g1_i1,10.0,6.0,4.0
1275,TRINITY_DN10999_c0_g1_i1,14.0,10.0,4.0
1276,TRINITY_DN1099_c0_g1_i1,4.0,0.0,4.0
1630,TRINITY_DN11286_c0_g1_i1,12.0,8.0,4.0
1631,TRINITY_DN11287_c0_g1_i1,10.0,6.0,4.0
1638,TRINITY_DN11292_c0_g1_i1,12.0,8.0,4.0
1650,TRINITY_DN11301_c0_g1_i1,10.0,6.0,4.0
13869,TRINITY_DN5684_c0_g1_i1,4.0,0.0,4.0
13870,TRINITY_DN5685_c0_g1_i1,8.0,4.0,4.0
13887,TRINITY_DN5696_c0_g1_i2,4.0,0.0,4.0
1258,TRINITY_DN10983_c0_g1_i1,12.0,8.0,4.0
1261,TRINITY_DN10986_c0_g1_i1,10.0,6.0,4.0
12985,TRINITY_DN5034_c0_g1_i1,10.0,6.0,4.0
13008,TRINITY_DN5055_c0_g1_i1,8.0,4.0,4.0
12894,TRINITY_DN4976_c0_g1_i1,10.0,6.0,4.0
12904,TRINITY_DN4981_c0_g1_i1,8.0,4.0,4.0
12906,TRINITY_DN4983_c0_g1_i1,4.0,0.0,4.0
12950,TRINITY_DN5000_c0_g1_i1,8.0,4.0,4.0
1590,TRINITY_DN11250_c0_g1_i1,4.0,0.0,4.0
1226,TRINITY_DN10956_c0_g1_i1,4.0,0.0,4.0
12699,TRINITY_DN485_c0_g3_i1,4.0,0.0,4.0
12700,TRINITY_DN485_c0_g3_i2,4.0,0.0,4.0
12711,TRINITY_DN485_c2_g1_i2,4.0,0.0,4.0
12721,TRINITY_DN4867_c0_g1_i1,8.0,4.0,4.0
13913,TRINITY_DN5714_c0_g1_i1,10.0,6.0,4.0
13922,TRINITY_DN5723_c0_g1_i1,8.0,4.0,4.0
13940,TRINITY_DN5739_c0_g1_i1,6.0,2.0,4.0
13946,TRINITY_DN5743_c0_g1_i1,10.0,6.0,4.0
1208,TRINITY_DN1093_c0_g1_i1,20.0,16.0,4.0
12812,TRINITY_DN4913_c0_g1_i1,26.0,22.0,4.0
12817,TRINITY_DN4918_c0_g1_i1,12.0,8.0,4.0
13901,TRINITY_DN5706_c0_g1_i1,4.0,0.0,4.0
12873,TRINITY_DN495_c0_g1_i5,4.0,0.0,4.0
12878,TRINITY_DN4964_c0_g1_i1,12.0,8.0,4.0
12768,TRINITY_DN4894_c0_g1_i1,14.0,10.0,4.0
12782,TRINITY_DN4903_c0_g1_i1,10.0,6.0,4.0
12785,TRINITY_DN4906_c0_g1_i1,8.0,4.0,4.0
18786,TRINITY_DN9463_c0_g1_i1,8.0,4.0,4.0
4388,TRINITY_DN13692_c0_g1_i1,4.0,0.0,4.0
4389,TRINITY_DN13693_c0_g1_i1,4.0,0.0,4.0
4394,TRINITY_DN13699_c0_g1_i1,4.0,0.0,4.0
4409,TRINITY_DN13713_c0_g1_i1,4.0,0.0,4.0
3612,TRINITY_DN12991_c0_g1_i1,4.0,0.0,4.0
4348,TRINITY_DN13655_c0_g1_i1,4.0,0.0,4.0
18729,TRINITY_DN9411_c0_g1_i1,4.0,0.0,4.0
18736,TRINITY_DN9418_c0_g1_i1,10.0,6.0,4.0
18744,TRINITY_DN9425_c0_g1_i1,8.0,4.0,4.0
18754,TRINITY_DN9435_c0_g1_i1,8.0,4.0,4.0
18758,TRINITY_DN943_c0_g1_i2,4.0,0.0,4.0
18778,TRINITY_DN9457_c0_g1_i1,10.0,6.0,4.0
18687,TRINITY_DN9388_c0_g1_i1,4.0,0.0,4.0
18690,TRINITY_DN9390_c0_g1_i1,8.0,4.0,4.0
18715,TRINITY_DN9403_c0_g1_i1,4.0,0.0,4.0
18723,TRINITY_DN940_c0_g2_i1,4.0,0.0,4.0
4458,TRINITY_DN13761_c0_g1_i1,4.0,0.0,4.0
4463,TRINITY_DN13766_c0_g1_i1,4.0,0.0,4.0
4467,TRINITY_DN1376_c0_g1_i1,6.0,2.0,4.0
4473,TRINITY_DN13775_c0_g1_i1,4.0,0.0,4.0
4481,TRINITY_DN13781_c0_g1_i1,4.0,0.0,4.0
4490,TRINITY_DN1378_c0_g1_i1,4.0,0.0,4.0
4442,TRINITY_DN13746_c0_g1_i1,4.0,0.0,4.0
13988,TRINITY_DN5773_c0_g1_i1,12.0,8.0,4.0
13991,TRINITY_DN5776_c0_g1_i1,10.0,6.0,4.0
12591,TRINITY_DN4780_c0_g1_i1,8.0,4.0,4.0
12606,TRINITY_DN4791_c0_g1_i1,12.0,8.0,4.0
12625,TRINITY_DN4805_c0_g1_i1,8.0,4.0,4.0
13951,TRINITY_DN5748_c0_g1_i1,14.0,10.0,4.0
13954,TRINITY_DN574_c0_g1_i2,4.0,0.0,4.0
13970,TRINITY_DN575_c0_g1_i3,4.0,0.0,4.0
13978,TRINITY_DN5766_c0_g1_i1,12.0,8.0,4.0
12666,TRINITY_DN4837_c0_g1_i1,8.0,4.0,4.0
12679,TRINITY_DN4847_c0_g1_i1,4.0,0.0,4.0
12680,TRINITY_DN4848_c0_g1_i1,6.0,2.0,4.0
12692,TRINITY_DN4855_c0_g1_i1,14.0,10.0,4.0
1664,TRINITY_DN11314_c0_g1_i1,4.0,0.0,4.0
12734,TRINITY_DN4878_c0_g1_i1,16.0,12.0,4.0
12644,TRINITY_DN481_c0_g1_i1,4.0,0.0,4.0
12663,TRINITY_DN4834_c0_g1_i1,4.0,0.0,4.0
18685,TRINITY_DN9386_c0_g1_i1,4.0,0.0,4.0
4498,TRINITY_DN1379_c0_g1_i1,16.0,12.0,4.0
4504,TRINITY_DN13804_c0_g1_i1,4.0,0.0,4.0
4515,TRINITY_DN13816_c0_g1_i1,4.0,0.0,4.0
4517,TRINITY_DN13818_c0_g1_i1,4.0,0.0,4.0
18649,TRINITY_DN9355_c0_g1_i1,10.0,6.0,4.0
18651,TRINITY_DN9357_c0_g1_i1,8.0,4.0,4.0
18654,TRINITY_DN935_c0_g1_i1,10.0,6.0,4.0
18666,TRINITY_DN936_c0_g1_i1,4.0,0.0,4.0
3570,TRINITY_DN12952_c0_g1_i1,4.0,0.0,4.0
3578,TRINITY_DN12959_c0_g1_i1,4.0,0.0,4.0
18579,TRINITY_DN9298_c0_g1_i1,12.0,8.0,4.0
18591,TRINITY_DN9308_c0_g1_i1,8.0,4.0,4.0
4553,TRINITY_DN13851_c0_g1_i1,4.0,0.0,4.0
4533,TRINITY_DN13832_c0_g1_i1,4.0,0.0,4.0
4536,TRINITY_DN13836_c0_g1_i1,4.0,0.0,4.0
4540,TRINITY_DN1383_c0_g1_i2,4.0,0.0,4.0
3553,TRINITY_DN1293_c0_g1_i1,4.0,0.0,4.0
1818,TRINITY_DN11447_c0_g1_i1,4.0,0.0,4.0
1820,TRINITY_DN11449_c0_g1_i1,10.0,6.0,4.0
12469,TRINITY_DN4699_c0_g1_i1,14.0,10.0,4.0
12480,TRINITY_DN4704_c0_g1_i1,8.0,4.0,4.0
14062,TRINITY_DN5832_c0_g1_i1,8.0,4.0,4.0
1808,TRINITY_DN11439_c0_g1_i1,10.0,6.0,4.0
1817,TRINITY_DN11446_c0_g1_i1,10.0,6.0,4.0
14035,TRINITY_DN5810_c0_g1_i1,10.0,6.0,4.0
14045,TRINITY_DN581_c0_g1_i1,10.0,6.0,4.0
14047,TRINITY_DN581_c1_g1_i1,4.0,0.0,4.0
14051,TRINITY_DN5823_c0_g1_i1,10.0,6.0,4.0
1695,TRINITY_DN11340_c0_g1_i1,8.0,4.0,4.0
12567,TRINITY_DN4763_c0_g1_i1,10.0,6.0,4.0
12573,TRINITY_DN4769_c0_g1_i1,8.0,4.0,4.0
1756,TRINITY_DN11395_c0_g1_i1,4.0,0.0,4.0
18513,TRINITY_DN9245_c0_g1_i1,10.0,6.0,4.0
4585,TRINITY_DN13880_c0_g1_i1,4.0,0.0,4.0
4586,TRINITY_DN13881_c0_g1_i1,4.0,0.0,4.0
4601,TRINITY_DN13896_c0_g1_i1,4.0,0.0,4.0
4549,TRINITY_DN13848_c0_g1_i1,4.0,0.0,4.0
18488,TRINITY_DN9221_c0_g1_i1,4.0,0.0,4.0
18500,TRINITY_DN9233_c0_g1_i1,4.0,0.0,4.0
18506,TRINITY_DN9239_c0_g1_i1,4.0,0.0,4.0
4647,TRINITY_DN1393_c0_g2_i1,4.0,0.0,4.0
18428,TRINITY_DN9171_c0_g1_i1,10.0,6.0,4.0
18465,TRINITY_DN9201_c0_g1_i1,8.0,4.0,4.0
4730,TRINITY_DN14012_c0_g1_i1,4.0,0.0,4.0
4663,TRINITY_DN13953_c0_g1_i1,4.0,0.0,4.0
4666,TRINITY_DN13956_c0_g1_i1,4.0,0.0,4.0
4668,TRINITY_DN13958_c0_g1_i1,4.0,0.0,4.0
4624,TRINITY_DN13919_c0_g1_i1,4.0,0.0,4.0
4631,TRINITY_DN13926_c0_g1_i1,4.0,0.0,4.0
4633,TRINITY_DN13928_c0_g1_i1,4.0,0.0,4.0
4637,TRINITY_DN13930_c0_g1_i1,4.0,0.0,4.0
1849,TRINITY_DN11473_c0_g1_i1,10.0,6.0,4.0
1859,TRINITY_DN11481_c0_g1_i1,8.0,4.0,4.0
12382,TRINITY_DN462_c0_g3_i2,4.0,0.0,4.0
1178,TRINITY_DN10914_c0_g1_i1,12.0,8.0,4.0
1189,TRINITY_DN10922_c0_g1_i1,10.0,6.0,4.0
1787,TRINITY_DN11420_c0_g1_i1,6.0,2.0,4.0
14106,TRINITY_DN5868_c0_g1_i1,10.0,6.0,4.0
12422,TRINITY_DN465_c0_g1_i2,4.0,0.0,4.0
12429,TRINITY_DN4664_c0_g1_i1,12.0,8.0,4.0
12440,TRINITY_DN4673_c0_g1_i1,10.0,6.0,4.0
12445,TRINITY_DN4678_c0_g1_i1,4.0,0.0,4.0
1786,TRINITY_DN1141_c0_g1_i1,12.0,8.0,4.0
300,TRINITY_DN1021_c0_g1_i1,12.0,8.0,4.0
4745,TRINITY_DN14027_c0_g1_i1,4.0,0.0,4.0
4768,TRINITY_DN14052_c0_g1_i1,4.0,0.0,4.0
4697,TRINITY_DN13984_c0_g1_i1,4.0,0.0,4.0
4706,TRINITY_DN13992_c0_g1_i1,4.0,0.0,4.0
18405,TRINITY_DN9152_c0_g1_i1,10.0,6.0,4.0
18420,TRINITY_DN9165_c0_g1_i1,12.0,8.0,4.0
4811,TRINITY_DN14094_c0_g1_i1,4.0,0.0,4.0
4817,TRINITY_DN1409_c0_g1_i1,4.0,0.0,4.0
3528,TRINITY_DN12918_c0_g1_i1,4.0,0.0,4.0
3543,TRINITY_DN12930_c0_g1_i1,4.0,0.0,4.0
3544,TRINITY_DN12931_c0_g1_i1,4.0,0.0,4.0
18364,TRINITY_DN9115_c0_g1_i1,10.0,6.0,4.0
18370,TRINITY_DN9120_c0_g1_i1,4.0,0.0,4.0
4839,TRINITY_DN14122_c0_g1_i1,4.0,0.0,4.0
4841,TRINITY_DN14124_c0_g1_i1,4.0,0.0,4.0
4842,TRINITY_DN14125_c0_g1_i1,4.0,0.0,4.0
4846,TRINITY_DN14129_c0_g1_i1,4.0,0.0,4.0
4854,TRINITY_DN14136_c0_g1_i1,4.0,0.0,4.0
4792,TRINITY_DN14077_c0_g1_i1,4.0,0.0,4.0
4800,TRINITY_DN14084_c0_g1_i1,4.0,0.0,4.0
4807,TRINITY_DN14090_c0_g1_i1,4.0,0.0,4.0
1831,TRINITY_DN11458_c0_g1_i1,8.0,4.0,4.0
1842,TRINITY_DN11467_c0_g1_i1,14.0,10.0,4.0
1844,TRINITY_DN11469_c0_g1_i1,8.0,4.0,4.0
1898,TRINITY_DN11509_c0_g1_i1,8.0,4.0,4.0
14153,TRINITY_DN5904_c0_g1_i1,14.0,10.0,4.0
14165,TRINITY_DN5916_c0_g1_i1,8.0,4.0,4.0
14168,TRINITY_DN5919_c0_g1_i1,8.0,4.0,4.0
14174,TRINITY_DN5922_c0_g1_i1,10.0,6.0,4.0
12335,TRINITY_DN4595_c0_g1_i1,20.0,16.0,4.0
12339,TRINITY_DN4599_c0_g1_i1,10.0,6.0,4.0
12347,TRINITY_DN4605_c0_g1_i1,10.0,6.0,4.0
14123,TRINITY_DN5881_c0_g1_i1,12.0,8.0,4.0
14124,TRINITY_DN5882_c0_g1_i1,10.0,6.0,4.0
12403,TRINITY_DN4644_c0_g1_i1,10.0,6.0,4.0
12419,TRINITY_DN4658_c0_g1_i1,10.0,6.0,4.0
12131,TRINITY_DN4441_c0_g1_i1,4.0,0.0,4.0
12136,TRINITY_DN4445_c0_g1_i2,4.0,0.0,4.0
12141,TRINITY_DN444_c0_g1_i2,12.0,8.0,4.0
1973,TRINITY_DN11576_c0_g1_i1,4.0,0.0,4.0
14187,TRINITY_DN5932_c0_g1_i1,12.0,8.0,4.0
14195,TRINITY_DN5939_c0_g1_i2,4.0,0.0,4.0
1116,TRINITY_DN10865_c0_g1_i1,8.0,4.0,4.0
1124,TRINITY_DN10871_c0_g1_i1,10.0,6.0,4.0
1935,TRINITY_DN11541_c0_g1_i1,8.0,4.0,4.0
12227,TRINITY_DN451_c0_g1_i2,4.0,0.0,4.0
1863,TRINITY_DN11485_c0_g1_i1,4.0,0.0,4.0
1899,TRINITY_DN1150_c0_g1_i1,10.0,6.0,4.0
12280,TRINITY_DN4551_c0_g1_i1,8.0,4.0,4.0
12301,TRINITY_DN4568_c0_g1_i1,8.0,4.0,4.0
12324,TRINITY_DN4588_c0_g1_i1,4.0,0.0,4.0
18346,TRINITY_DN9100_c0_g1_i1,6.0,2.0,4.0
4822,TRINITY_DN14104_c0_g1_i1,4.0,0.0,4.0
4828,TRINITY_DN14110_c0_g1_i1,4.0,0.0,4.0
4830,TRINITY_DN14112_c0_g1_i1,4.0,0.0,4.0
4834,TRINITY_DN14116_c0_g1_i1,4.0,0.0,4.0
4836,TRINITY_DN14118_c0_g1_i1,4.0,0.0,4.0
18329,TRINITY_DN9090_c0_g1_i1,12.0,8.0,4.0
18333,TRINITY_DN9094_c0_g1_i1,10.0,6.0,4.0
18246,TRINITY_DN901_c0_g1_i1,8.0,4.0,4.0
18251,TRINITY_DN9023_c0_g1_i1,10.0,6.0,4.0
18257,TRINITY_DN9029_c0_g1_i1,8.0,4.0,4.0
18281,TRINITY_DN9050_c0_g1_i1,8.0,4.0,4.0
18290,TRINITY_DN9059_c0_g1_i1,4.0,0.0,4.0
18292,TRINITY_DN905_c1_g1_i1,4.0,0.0,4.0
18294,TRINITY_DN9061_c0_g1_i1,8.0,4.0,4.0
4937,TRINITY_DN14215_c0_g1_i1,4.0,0.0,4.0
4858,TRINITY_DN14140_c0_g1_i1,4.0,0.0,4.0
4871,TRINITY_DN14152_c0_g1_i1,4.0,0.0,4.0
4875,TRINITY_DN14158_c0_g1_i1,4.0,0.0,4.0
4889,TRINITY_DN14173_c0_g1_i1,4.0,0.0,4.0
4892,TRINITY_DN14177_c0_g1_i1,4.0,0.0,4.0
11954,TRINITY_DN431_c0_g1_i1,8.0,4.0,4.0
11956,TRINITY_DN431_c0_g1_i3,4.0,0.0,4.0
11994,TRINITY_DN434_c0_g1_i2,4.0,0.0,4.0
11997,TRINITY_DN4351_c0_g1_i1,62.0,58.0,4.0
1995,TRINITY_DN11595_c0_g1_i1,8.0,4.0,4.0
2012,TRINITY_DN11609_c0_g1_i1,8.0,4.0,4.0
11900,TRINITY_DN4285_c0_g1_i1,10.0,6.0,4.0
14219,TRINITY_DN5958_c0_g1_i1,10.0,6.0,4.0
14234,TRINITY_DN5972_c0_g1_i1,8.0,4.0,4.0
12025,TRINITY_DN4375_c0_g1_i1,10.0,6.0,4.0
12034,TRINITY_DN4383_c0_g1_i1,10.0,6.0,4.0
12042,TRINITY_DN438_c0_g1_i2,4.0,0.0,4.0
1954,TRINITY_DN11559_c0_g1_i1,10.0,6.0,4.0
1957,TRINITY_DN11561_c0_g1_i1,8.0,4.0,4.0
12068,TRINITY_DN4401_c0_g1_i1,4.0,0.0,4.0
12077,TRINITY_DN4409_c0_g1_i1,10.0,6.0,4.0
12083,TRINITY_DN4411_c0_g1_i1,10.0,6.0,4.0
12109,TRINITY_DN4426_c0_g1_i1,10.0,6.0,4.0
1903,TRINITY_DN11513_c0_g1_i1,6.0,2.0,4.0
2023,TRINITY_DN11619_c0_g1_i1,4.0,0.0,4.0
4894,TRINITY_DN14179_c0_g1_i1,4.0,0.0,4.0
4899,TRINITY_DN14183_c0_g1_i1,4.0,0.0,4.0
4901,TRINITY_DN14186_c0_g1_i1,4.0,0.0,4.0
4906,TRINITY_DN14190_c0_g1_i1,4.0,0.0,4.0
4910,TRINITY_DN14194_c0_g1_i1,4.0,0.0,4.0
4912,TRINITY_DN14196_c0_g1_i1,4.0,0.0,4.0
4924,TRINITY_DN14204_c0_g1_i1,4.0,0.0,4.0
18150,TRINITY_DN8950_c0_g1_i1,4.0,0.0,4.0
18154,TRINITY_DN8954_c0_g1_i1,8.0,4.0,4.0
18163,TRINITY_DN8961_c0_g1_i1,8.0,4.0,4.0
4893,TRINITY_DN14178_c0_g1_i1,4.0,0.0,4.0
4939,TRINITY_DN14217_c0_g1_i1,4.0,0.0,4.0
4950,TRINITY_DN14226_c0_g1_i1,4.0,0.0,4.0
4959,TRINITY_DN14234_c0_g1_i1,4.0,0.0,4.0
18148,TRINITY_DN894_c0_g1_i1,10.0,6.0,4.0
3513,TRINITY_DN12902_c0_g1_i1,4.0,0.0,4.0
5021,TRINITY_DN14285_c0_g1_i1,4.0,0.0,4.0
4987,TRINITY_DN14253_c0_g1_i1,4.0,0.0,4.0
4997,TRINITY_DN14261_c0_g1_i1,4.0,0.0,4.0
5007,TRINITY_DN14271_c0_g1_i1,4.0,0.0,4.0
5009,TRINITY_DN14273_c0_g1_i1,4.0,0.0,4.0
11788,TRINITY_DN4206_c0_g1_i1,6.0,2.0,4.0
11809,TRINITY_DN421_c0_g1_i4,4.0,0.0,4.0
14323,TRINITY_DN6046_c0_g1_i1,14.0,10.0,4.0
14324,TRINITY_DN6047_c0_g1_i1,8.0,4.0,4.0
14334,TRINITY_DN6054_c0_g1_i1,4.0,0.0,4.0
2085,TRINITY_DN11671_c0_g1_i1,4.0,0.0,4.0
2086,TRINITY_DN11672_c0_g1_i1,4.0,0.0,4.0
11751,TRINITY_DN4178_c0_g1_i1,12.0,8.0,4.0
14288,TRINITY_DN6016_c0_g1_i1,8.0,4.0,4.0
14289,TRINITY_DN6018_c0_g1_i1,4.0,0.0,4.0
11909,TRINITY_DN428_c0_g1_i4,4.0,0.0,4.0
11949,TRINITY_DN4315_c0_g1_i1,10.0,6.0,4.0
11828,TRINITY_DN4230_c0_g1_i1,10.0,6.0,4.0
11845,TRINITY_DN4244_c0_g1_i1,4.0,0.0,4.0
11850,TRINITY_DN4248_c0_g1_i1,8.0,4.0,4.0
2024,TRINITY_DN1161_c0_g1_i1,8.0,4.0,4.0
2029,TRINITY_DN11623_c0_g1_i1,4.0,0.0,4.0
1102,TRINITY_DN10855_c0_g1_i1,10.0,6.0,4.0
1104,TRINITY_DN10857_c0_g1_i1,4.0,0.0,4.0
11508,TRINITY_DN3991_c0_g1_i1,12.0,8.0,4.0
11516,TRINITY_DN3999_c0_g1_i1,16.0,12.0,4.0
11561,TRINITY_DN4029_c0_g1_i1,12.0,8.0,4.0
14359,TRINITY_DN606_c3_g1_i1,4.0,0.0,4.0
1080,TRINITY_DN1083_c0_g1_i4,4.0,0.0,4.0
11612,TRINITY_DN4070_c0_g1_i1,6.0,2.0,4.0
11616,TRINITY_DN4074_c0_g1_i1,10.0,6.0,4.0
11623,TRINITY_DN407_c0_g1_i2,4.0,0.0,4.0
14335,TRINITY_DN6055_c0_g1_i1,4.0,0.0,4.0
14339,TRINITY_DN6059_c0_g1_i1,8.0,4.0,4.0
11721,TRINITY_DN4150_c0_g1_i1,10.0,6.0,4.0
11646,TRINITY_DN4098_c0_g1_i1,8.0,4.0,4.0
2160,TRINITY_DN11734_c0_g1_i1,4.0,0.0,4.0
3496,TRINITY_DN12888_c0_g1_i1,4.0,0.0,4.0
3507,TRINITY_DN12899_c0_g1_i1,4.0,0.0,4.0
18048,TRINITY_DN8863_c0_g1_i1,8.0,4.0,4.0
18103,TRINITY_DN8909_c0_g1_i1,8.0,4.0,4.0
3514,TRINITY_DN12904_c0_g1_i1,4.0,0.0,4.0
5070,TRINITY_DN14331_c0_g1_i1,4.0,0.0,4.0
5071,TRINITY_DN14332_c0_g1_i1,4.0,0.0,4.0
5072,TRINITY_DN14333_c0_g1_i1,4.0,0.0,4.0
5073,TRINITY_DN14334_c0_g1_i1,4.0,0.0,4.0
5082,TRINITY_DN14342_c0_g1_i1,4.0,0.0,4.0
5197,TRINITY_DN14448_c0_g1_i1,4.0,0.0,4.0
5203,TRINITY_DN14453_c0_g1_i1,4.0,0.0,4.0
5144,TRINITY_DN143_c0_g1_i9,4.0,0.0,4.0
5112,TRINITY_DN14372_c0_g1_i1,4.0,0.0,4.0
5127,TRINITY_DN14388_c0_g1_i1,4.0,0.0,4.0
5131,TRINITY_DN14392_c0_g1_i1,4.0,0.0,4.0
18005,TRINITY_DN882_c0_g1_i3,4.0,0.0,4.0
5171,TRINITY_DN14425_c0_g1_i1,4.0,0.0,4.0
5179,TRINITY_DN14431_c0_g1_i1,4.0,0.0,4.0
5180,TRINITY_DN14432_c0_g1_i1,4.0,0.0,4.0
5182,TRINITY_DN14434_c0_g1_i1,4.0,0.0,4.0
5187,TRINITY_DN14439_c0_g1_i1,4.0,0.0,4.0
17933,TRINITY_DN877_c0_g1_i5,4.0,0.0,4.0
17938,TRINITY_DN877_c1_g1_i1,4.0,0.0,4.0
17984,TRINITY_DN8812_c0_g1_i1,10.0,6.0,4.0
17998,TRINITY_DN8825_c0_g1_i1,10.0,6.0,4.0
5215,TRINITY_DN14467_c0_g1_i1,4.0,0.0,4.0
5221,TRINITY_DN14474_c0_g1_i1,4.0,0.0,4.0
5224,TRINITY_DN14477_c0_g1_i1,4.0,0.0,4.0
5226,TRINITY_DN14479_c0_g1_i1,4.0,0.0,4.0
5296,TRINITY_DN14545_c0_g1_i1,4.0,0.0,4.0
5300,TRINITY_DN14549_c0_g1_i1,4.0,0.0,4.0
5301,TRINITY_DN1454_c0_g1_i1,6.0,2.0,4.0
5246,TRINITY_DN14496_c0_g1_i1,4.0,0.0,4.0
5265,TRINITY_DN14517_c0_g1_i1,4.0,0.0,4.0
5266,TRINITY_DN14519_c0_g1_i1,4.0,0.0,4.0
5269,TRINITY_DN14521_c0_g1_i1,4.0,0.0,4.0
14403,TRINITY_DN6108_c0_g1_i1,4.0,0.0,4.0
14406,TRINITY_DN610_c0_g1_i2,4.0,0.0,4.0
14410,TRINITY_DN6112_c0_g1_i1,4.0,0.0,4.0
11278,TRINITY_DN383_c0_g1_i3,4.0,0.0,4.0
11329,TRINITY_DN3875_c0_g1_i1,16.0,12.0,4.0
11335,TRINITY_DN387_c0_g1_i2,4.0,0.0,4.0
