,gene_id,count_light,count_nonlight,count_diff
630,TRINITY_DN10482_c0_g1_i1,392008.0,6.0,392002.0
8165,TRINITY_DN18_c0_g4_i1,365808.0,0.0,365808.0
10974,TRINITY_DN362_c0_g1_i1,125554.0,2.0,125552.0
13506,TRINITY_DN53_c0_g1_i1,95128.0,640.0,94488.0
8162,TRINITY_DN18_c0_g2_i7,64976.0,0.0,64976.0
18223,TRINITY_DN8_c0_g2_i1,30302.0,40.0,30262.0
9810,TRINITY_DN2848_c0_g1_i1,27170.0,18.0,27152.0
10955,TRINITY_DN3615_c0_g1_i1,22518.0,0.0,22518.0
7978,TRINITY_DN17_c0_g1_i2,21968.0,0.0,21968.0
7981,TRINITY_DN17_c0_g2_i1,21524.0,0.0,21524.0
11336,TRINITY_DN3880_c0_g1_i1,18908.0,26.0,18882.0
13520,TRINITY_DN5412_c0_g1_i1,18366.0,8.0,18358.0
16377,TRINITY_DN75_c0_g1_i1,18098.0,50.0,18048.0
11651,TRINITY_DN40_c0_g1_i1,16162.0,0.0,16162.0
15585,TRINITY_DN6_c0_g1_i1,17008.0,2384.0,14624.0
11132,TRINITY_DN3741_c0_g1_i1,13660.0,108.0,13552.0
771,TRINITY_DN105_c0_g1_i1,13198.0,52.0,13146.0
11521,TRINITY_DN3_c0_g1_i1,12692.0,20.0,12672.0
4716,TRINITY_DN13_c0_g1_i1,14536.0,2104.0,12432.0
9850,TRINITY_DN2873_c0_g1_i1,12200.0,16.0,12184.0
12675,TRINITY_DN4843_c0_g1_i1,11842.0,12.0,11830.0
14394,TRINITY_DN60_c0_g1_i1,13594.0,1836.0,11758.0
18703,TRINITY_DN93_c0_g1_i1,9492.0,0.0,9492.0
17967,TRINITY_DN87_c0_g1_i1,9108.0,60.0,9048.0
8158,TRINITY_DN18_c0_g1_i3,8072.0,0.0,8072.0
16902,TRINITY_DN79_c0_g1_i1,8310.0,406.0,7904.0
10296,TRINITY_DN3155_c0_g1_i1,8368.0,1174.0,7194.0
11636,TRINITY_DN408_c0_g1_i1,5928.0,12.0,5916.0
11803,TRINITY_DN4216_c0_g1_i1,5702.0,0.0,5702.0
645,TRINITY_DN10495_c0_g1_i1,5698.0,6.0,5692.0
11141,TRINITY_DN374_c0_g1_i1,5602.0,0.0,5602.0
9102,TRINITY_DN23_c0_g1_i2,5314.0,0.0,5314.0
79,TRINITY_DN10051_c0_g1_i1,5194.0,16.0,5178.0
10562,TRINITY_DN3342_c0_g1_i1,5176.0,10.0,5166.0
19173,TRINITY_DN97_c0_g1_i1,5584.0,534.0,5050.0
12030,TRINITY_DN437_c0_g1_i1,5068.0,84.0,4984.0
12973,TRINITY_DN5023_c0_g1_i1,4964.0,34.0,4930.0
344,TRINITY_DN10257_c0_g1_i1,4600.0,12.0,4588.0
149,TRINITY_DN10102_c0_g1_i1,4302.0,26.0,4276.0
7511,TRINITY_DN166_c0_g1_i1,4436.0,232.0,4204.0
9590,TRINITY_DN26_c0_g1_i1,5226.0,1164.0,4062.0
10065,TRINITY_DN2_c0_g1_i1,4060.0,0.0,4060.0
17031,TRINITY_DN80_c0_g1_i1,4006.0,0.0,4006.0
11248,TRINITY_DN381_c0_g1_i1,3980.0,2.0,3978.0
14907,TRINITY_DN64_c0_g1_i1,3914.0,132.0,3782.0
1925,TRINITY_DN11533_c0_g1_i1,3558.0,4.0,3554.0
11369,TRINITY_DN3902_c0_g1_i1,3528.0,16.0,3512.0
13893,TRINITY_DN56_c0_g1_i1,3386.0,0.0,3386.0
14744,TRINITY_DN6376_c0_g1_i1,3358.0,6.0,3352.0
13598,TRINITY_DN5478_c0_g1_i1,3252.0,4.0,3248.0
2690,TRINITY_DN12205_c0_g1_i1,3214.0,0.0,3214.0
9570,TRINITY_DN268_c0_g1_i3,3052.0,0.0,3052.0
9915,TRINITY_DN2918_c0_g1_i1,3036.0,0.0,3036.0
2561,TRINITY_DN12091_c0_g1_i1,3016.0,0.0,3016.0
19317,TRINITY_DN9927_c0_g1_i1,3030.0,16.0,3014.0
111,TRINITY_DN10077_c0_g1_i1,3012.0,4.0,3008.0
1962,TRINITY_DN11566_c0_g1_i1,2970.0,0.0,2970.0
11431,TRINITY_DN3949_c0_g1_i1,2952.0,20.0,2932.0
11988,TRINITY_DN4345_c0_g1_i1,2916.0,6.0,2910.0
616,TRINITY_DN10471_c0_g1_i1,2908.0,8.0,2900.0
8464,TRINITY_DN205_c0_g1_i1,2844.0,0.0,2844.0
10732,TRINITY_DN3462_c0_g1_i1,2862.0,24.0,2838.0
10343,TRINITY_DN3187_c0_g1_i1,2854.0,52.0,2802.0
11734,TRINITY_DN4162_c0_g1_i1,2794.0,0.0,2794.0
11898,TRINITY_DN4283_c0_g1_i1,2800.0,8.0,2792.0
10134,TRINITY_DN304_c0_g1_i1,2772.0,0.0,2772.0
3735,TRINITY_DN13098_c0_g1_i1,2660.0,0.0,2660.0
92,TRINITY_DN10062_c0_g1_i1,2672.0,16.0,2656.0
14775,TRINITY_DN63_c0_g1_i1,2818.0,204.0,2614.0
11113,TRINITY_DN372_c0_g1_i1,2600.0,6.0,2594.0
3632,TRINITY_DN12_c1_g1_i1,2594.0,6.0,2588.0
10363,TRINITY_DN3202_c0_g1_i1,2546.0,74.0,2472.0
16069,TRINITY_DN735_c0_g1_i1,2464.0,6.0,2458.0
8496,TRINITY_DN207_c0_g1_i1,2500.0,58.0,2442.0
14501,TRINITY_DN618_c0_g1_i1,2440.0,4.0,2436.0
11259,TRINITY_DN3826_c0_g1_i1,2548.0,116.0,2432.0
11575,TRINITY_DN4039_c0_g1_i1,2390.0,8.0,2382.0
5784,TRINITY_DN14_c0_g1_i1,2378.0,8.0,2370.0
1535,TRINITY_DN11204_c0_g1_i1,2340.0,6.0,2334.0
9496,TRINITY_DN263_c0_g1_i1,2396.0,68.0,2328.0
10811,TRINITY_DN3528_c0_g1_i1,2326.0,10.0,2316.0
9992,TRINITY_DN2962_c0_g1_i1,2452.0,142.0,2310.0
8791,TRINITY_DN223_c0_g1_i1,2418.0,126.0,2292.0
12736,TRINITY_DN487_c0_g1_i1,2268.0,0.0,2268.0
12731,TRINITY_DN4875_c0_g1_i1,2242.0,4.0,2238.0
10270,TRINITY_DN3133_c0_g1_i1,2220.0,6.0,2214.0
9780,TRINITY_DN2827_c0_g1_i1,2220.0,8.0,2212.0
17446,TRINITY_DN83_c0_g1_i1,2188.0,0.0,2188.0
10246,TRINITY_DN3111_c0_g1_i1,2202.0,20.0,2182.0
14042,TRINITY_DN5817_c0_g1_i1,2196.0,18.0,2178.0
19279,TRINITY_DN9894_c0_g1_i1,2188.0,12.0,2176.0
11769,TRINITY_DN4193_c0_g1_i1,2184.0,8.0,2176.0
18214,TRINITY_DN89_c0_g1_i1,2832.0,664.0,2168.0
1781,TRINITY_DN11415_c0_g1_i1,2160.0,0.0,2160.0
3869,TRINITY_DN13216_c0_g1_i1,2156.0,0.0,2156.0
2804,TRINITY_DN122_c0_g1_i1,2826.0,746.0,2080.0
4287,TRINITY_DN135_c0_g1_i1,2428.0,392.0,2036.0
2356,TRINITY_DN11905_c0_g1_i1,2034.0,0.0,2034.0
2001,TRINITY_DN115_c0_g1_i1,2038.0,18.0,2020.0
9937,TRINITY_DN2931_c0_g1_i1,2026.0,6.0,2020.0
12354,TRINITY_DN460_c1_g1_i1,2014.0,0.0,2014.0
10299,TRINITY_DN3158_c0_g1_i1,2006.0,6.0,2000.0
15734,TRINITY_DN70_c0_g1_i4,1968.0,0.0,1968.0
11473,TRINITY_DN397_c0_g1_i1,1960.0,0.0,1960.0
1647,TRINITY_DN112_c0_g1_i1,2000.0,52.0,1948.0
130,TRINITY_DN10091_c0_g1_i1,1902.0,6.0,1896.0
1998,TRINITY_DN11598_c0_g1_i1,1878.0,0.0,1878.0
10622,TRINITY_DN3393_c0_g1_i1,1842.0,8.0,1834.0
908,TRINITY_DN10706_c0_g1_i1,1830.0,10.0,1820.0
10797,TRINITY_DN3517_c0_g1_i1,1844.0,28.0,1816.0
2150,TRINITY_DN11728_c0_g1_i1,1794.0,0.0,1794.0
9908,TRINITY_DN2911_c0_g1_i1,1794.0,10.0,1784.0
754,TRINITY_DN10585_c0_g1_i1,1788.0,12.0,1776.0
14280,TRINITY_DN6009_c0_g1_i1,1766.0,8.0,1758.0
1322,TRINITY_DN11030_c0_g1_i1,1752.0,8.0,1744.0
2540,TRINITY_DN12069_c0_g1_i1,1740.0,0.0,1740.0
10630,TRINITY_DN33_c0_g1_i1,1736.0,24.0,1712.0
9648,TRINITY_DN273_c0_g1_i1,2568.0,868.0,1700.0
2533,TRINITY_DN12063_c0_g1_i1,1684.0,0.0,1684.0
555,TRINITY_DN10418_c0_g1_i1,1690.0,6.0,1684.0
2470,TRINITY_DN12004_c0_g1_i1,1680.0,0.0,1680.0
1231,TRINITY_DN10960_c0_g1_i1,1638.0,8.0,1630.0
1479,TRINITY_DN11160_c0_g1_i1,1616.0,0.0,1616.0
4074,TRINITY_DN13397_c0_g1_i1,1588.0,0.0,1588.0
11675,TRINITY_DN4115_c0_g1_i1,1592.0,6.0,1586.0
3625,TRINITY_DN129_c0_g1_i2,1568.0,0.0,1568.0
1759,TRINITY_DN11398_c0_g1_i1,1548.0,0.0,1548.0
3617,TRINITY_DN12995_c0_g1_i1,1542.0,0.0,1542.0
11680,TRINITY_DN411_c0_g1_i1,1534.0,2.0,1532.0
10868,TRINITY_DN3566_c0_g1_i1,1526.0,20.0,1506.0
3993,TRINITY_DN13322_c0_g1_i1,1502.0,0.0,1502.0
11426,TRINITY_DN3944_c0_g1_i1,1502.0,6.0,1496.0
16042,TRINITY_DN733_c0_g1_i1,1508.0,16.0,1492.0
4064,TRINITY_DN13387_c0_g1_i1,1486.0,0.0,1486.0
15581,TRINITY_DN69_c0_g2_i1,1480.0,0.0,1480.0
12491,TRINITY_DN4712_c0_g1_i1,1488.0,8.0,1480.0
1236,TRINITY_DN10965_c0_g1_i1,1492.0,16.0,1476.0
11927,TRINITY_DN42_c0_g1_i1,1476.0,0.0,1476.0
87,TRINITY_DN10059_c0_g1_i1,1456.0,6.0,1450.0
65,TRINITY_DN10040_c0_g1_i1,1446.0,10.0,1436.0
2937,TRINITY_DN12416_c0_g1_i1,1434.0,0.0,1434.0
8668,TRINITY_DN216_c0_g1_i2,1442.0,38.0,1404.0
10950,TRINITY_DN3611_c0_g1_i1,1396.0,32.0,1364.0
15287,TRINITY_DN6785_c0_g1_i1,1364.0,6.0,1358.0
12341,TRINITY_DN45_c0_g1_i1,2068.0,736.0,1332.0
14835,TRINITY_DN6439_c0_g1_i1,1334.0,4.0,1330.0
9768,TRINITY_DN2817_c0_g1_i1,1342.0,20.0,1322.0
9276,TRINITY_DN24_c0_g2_i1,1318.0,0.0,1318.0
11340,TRINITY_DN3884_c0_g1_i1,1332.0,20.0,1312.0
14146,TRINITY_DN58_c0_g1_i1,1516.0,222.0,1294.0
2622,TRINITY_DN12147_c0_g1_i1,1278.0,0.0,1278.0
12504,TRINITY_DN4722_c0_g1_i1,1300.0,24.0,1276.0
12629,TRINITY_DN4809_c0_g1_i1,1286.0,14.0,1272.0
12200,TRINITY_DN44_c0_g1_i1,1622.0,352.0,1270.0
16759,TRINITY_DN78_c0_g1_i1,1418.0,150.0,1268.0
1240,TRINITY_DN10969_c0_g1_i1,1268.0,8.0,1260.0
381,TRINITY_DN10287_c0_g1_i1,1264.0,16.0,1248.0
11720,TRINITY_DN414_c0_g1_i1,1634.0,390.0,1244.0
10389,TRINITY_DN3223_c0_g1_i1,1300.0,90.0,1210.0
3416,TRINITY_DN12811_c0_g1_i1,1200.0,0.0,1200.0
11698,TRINITY_DN4131_c0_g1_i1,1204.0,4.0,1200.0
902,TRINITY_DN10700_c0_g1_i1,1208.0,14.0,1194.0
8423,TRINITY_DN203_c0_g1_i1,1192.0,0.0,1192.0
10983,TRINITY_DN3636_c0_g1_i1,1192.0,6.0,1186.0
5563,TRINITY_DN147_c0_g1_i1,1184.0,0.0,1184.0
12933,TRINITY_DN4_c0_g1_i1,1414.0,250.0,1164.0
9941,TRINITY_DN2935_c0_g1_i1,1180.0,20.0,1160.0
534,TRINITY_DN103_c0_g1_i1,2440.0,1284.0,1156.0
9010,TRINITY_DN234_c0_g1_i1,1170.0,20.0,1150.0
18018,TRINITY_DN883_c0_g1_i1,1148.0,0.0,1148.0
12313,TRINITY_DN4579_c0_g1_i1,1158.0,12.0,1146.0
5482,TRINITY_DN14717_c0_g1_i1,1132.0,0.0,1132.0
11983,TRINITY_DN4340_c0_g1_i1,1142.0,10.0,1132.0
5793,TRINITY_DN15008_c0_g1_i1,1128.0,0.0,1128.0
8155,TRINITY_DN189_c0_g1_i1,1804.0,694.0,1110.0
19396,TRINITY_DN9991_c0_g1_i1,1106.0,0.0,1106.0
13787,TRINITY_DN561_c0_g1_i1,1218.0,116.0,1102.0
937,TRINITY_DN10730_c0_g1_i1,1104.0,6.0,1098.0
142,TRINITY_DN100_c0_g1_i1,1092.0,4.0,1088.0
11294,TRINITY_DN3852_c0_g1_i1,1078.0,4.0,1074.0
343,TRINITY_DN10256_c0_g1_i1,1070.0,6.0,1064.0
9571,TRINITY_DN268_c0_g1_i4,1060.0,0.0,1060.0
3944,TRINITY_DN13283_c0_g1_i1,1056.0,0.0,1056.0
8022,TRINITY_DN182_c0_g1_i1,1090.0,36.0,1054.0
12372,TRINITY_DN4623_c0_g1_i1,1062.0,8.0,1054.0
10850,TRINITY_DN3555_c0_g1_i1,1048.0,4.0,1044.0
4113,TRINITY_DN13431_c0_g1_i1,1036.0,0.0,1036.0
12260,TRINITY_DN4543_c0_g1_i1,1034.0,6.0,1028.0
2694,TRINITY_DN12209_c0_g1_i1,1026.0,0.0,1026.0
2523,TRINITY_DN12055_c0_g1_i1,1016.0,0.0,1016.0
5336,TRINITY_DN14583_c0_g1_i1,1008.0,0.0,1008.0
3593,TRINITY_DN12972_c0_g1_i1,1008.0,0.0,1008.0
8160,TRINITY_DN18_c0_g2_i1,998.0,0.0,998.0
11453,TRINITY_DN3964_c0_g1_i1,990.0,0.0,990.0
13764,TRINITY_DN55_c0_g1_i1,4028.0,3040.0,988.0
9258,TRINITY_DN248_c0_g1_i1,2364.0,1378.0,986.0
4818,TRINITY_DN140_c0_g1_i1,1084.0,102.0,982.0
14871,TRINITY_DN646_c0_g1_i1,978.0,6.0,972.0
8590,TRINITY_DN212_c0_g1_i2,966.0,0.0,966.0
2460,TRINITY_DN119_c0_g1_i1,964.0,0.0,964.0
14742,TRINITY_DN6374_c0_g1_i1,964.0,6.0,958.0
13104,TRINITY_DN5128_c0_g1_i1,960.0,4.0,956.0
9104,TRINITY_DN23_c0_g1_i4,1384.0,436.0,948.0
1626,TRINITY_DN11282_c0_g1_i1,946.0,0.0,946.0
5259,TRINITY_DN14509_c0_g1_i1,944.0,0.0,944.0
11925,TRINITY_DN429_c0_g1_i1,994.0,52.0,942.0
11457,TRINITY_DN3968_c0_g1_i1,950.0,10.0,940.0
3974,TRINITY_DN13304_c0_g1_i1,934.0,0.0,934.0
16760,TRINITY_DN78_c0_g1_i2,930.0,0.0,930.0
9833,TRINITY_DN2863_c0_g1_i1,942.0,14.0,928.0
290,TRINITY_DN10210_c0_g1_i1,930.0,6.0,924.0
8315,TRINITY_DN198_c0_g1_i1,2252.0,1350.0,902.0
11728,TRINITY_DN4157_c0_g1_i1,914.0,14.0,900.0
8161,TRINITY_DN18_c0_g2_i2,898.0,0.0,898.0
593,TRINITY_DN10452_c0_g1_i1,948.0,50.0,898.0
12837,TRINITY_DN4931_c0_g1_i1,910.0,16.0,894.0
1403,TRINITY_DN110_c0_g1_i1,2670.0,1780.0,890.0
17303,TRINITY_DN82_c0_g1_i2,888.0,0.0,888.0
13317,TRINITY_DN5288_c0_g1_i1,886.0,8.0,878.0
10724,TRINITY_DN3458_c0_g1_i1,876.0,12.0,864.0
12439,TRINITY_DN4672_c0_g1_i1,864.0,10.0,854.0
13781,TRINITY_DN5614_c0_g1_i1,828.0,6.0,822.0
11012,TRINITY_DN3660_c0_g1_i1,818.0,12.0,806.0
13196,TRINITY_DN51_c0_g1_i3,794.0,0.0,794.0
10895,TRINITY_DN3588_c0_g1_i1,798.0,6.0,792.0
9805,TRINITY_DN2843_c0_g1_i1,808.0,20.0,788.0
14115,TRINITY_DN5875_c0_g1_i1,796.0,16.0,780.0
11594,TRINITY_DN4055_c0_g1_i1,778.0,0.0,778.0
13613,TRINITY_DN548_c0_g1_i1,914.0,136.0,778.0
2464,TRINITY_DN11_c0_g1_i1,1742.0,966.0,776.0
13060,TRINITY_DN5092_c0_g1_i1,780.0,6.0,774.0
8215,TRINITY_DN192_c0_g1_i1,1002.0,228.0,774.0
580,TRINITY_DN10441_c0_g1_i1,788.0,16.0,772.0
10809,TRINITY_DN3526_c0_g1_i1,782.0,10.0,772.0
2481,TRINITY_DN12016_c0_g1_i1,770.0,0.0,770.0
14363,TRINITY_DN6073_c0_g1_i1,780.0,12.0,768.0
648,TRINITY_DN10498_c0_g1_i1,766.0,6.0,760.0
179,TRINITY_DN10128_c0_g1_i1,818.0,60.0,758.0
12000,TRINITY_DN4353_c0_g1_i1,754.0,6.0,748.0
4917,TRINITY_DN141_c0_g1_i2,852.0,114.0,738.0
10719,TRINITY_DN3453_c0_g1_i1,740.0,10.0,730.0
1222,TRINITY_DN10952_c0_g1_i1,728.0,0.0,728.0
806,TRINITY_DN10628_c0_g1_i1,728.0,0.0,728.0
2463,TRINITY_DN119_c0_g2_i1,724.0,0.0,724.0
10208,TRINITY_DN308_c0_g1_i1,762.0,38.0,724.0
18004,TRINITY_DN882_c0_g1_i2,718.0,0.0,718.0
476,TRINITY_DN10355_c0_g1_i1,722.0,6.0,716.0
3509,TRINITY_DN128_c0_g1_i1,822.0,110.0,712.0
4037,TRINITY_DN13361_c0_g1_i1,708.0,0.0,708.0
10989,TRINITY_DN3640_c0_g1_i1,714.0,12.0,702.0
901,TRINITY_DN106_c0_g1_i1,1458.0,756.0,702.0
6709,TRINITY_DN158_c0_g1_i1,702.0,0.0,702.0
13080,TRINITY_DN5109_c0_g1_i1,704.0,4.0,700.0
2537,TRINITY_DN12066_c0_g1_i1,688.0,0.0,688.0
6047,TRINITY_DN15252_c0_g1_i1,684.0,0.0,684.0
12253,TRINITY_DN4538_c0_g1_i1,688.0,12.0,676.0
8159,TRINITY_DN18_c0_g1_i4,672.0,0.0,672.0
2607,TRINITY_DN12134_c0_g1_i1,670.0,0.0,670.0
10483,TRINITY_DN3286_c0_g1_i1,822.0,152.0,670.0
1267,TRINITY_DN10991_c0_g1_i1,666.0,4.0,662.0
2406,TRINITY_DN11950_c0_g1_i1,660.0,0.0,660.0
12377,TRINITY_DN4628_c0_g1_i1,688.0,32.0,656.0
8196,TRINITY_DN191_c0_g2_i1,654.0,0.0,654.0
12533,TRINITY_DN473_c0_g1_i1,668.0,16.0,652.0
18369,TRINITY_DN911_c0_g2_i1,646.0,0.0,646.0
12476,TRINITY_DN4700_c0_g1_i1,708.0,64.0,644.0
12545,TRINITY_DN474_c0_g1_i2,642.0,0.0,642.0
18215,TRINITY_DN8_c0_g1_i1,642.0,0.0,642.0
2634,TRINITY_DN12155_c0_g1_i1,638.0,0.0,638.0
1658,TRINITY_DN11309_c0_g1_i1,636.0,4.0,632.0
14540,TRINITY_DN6217_c0_g1_i1,636.0,6.0,630.0
14640,TRINITY_DN628_c0_g1_i1,626.0,4.0,622.0
4063,TRINITY_DN13386_c0_g1_i1,622.0,0.0,622.0
18200,TRINITY_DN898_c0_g1_i1,626.0,6.0,620.0
492,TRINITY_DN10369_c0_g1_i1,624.0,6.0,618.0
3693,TRINITY_DN13059_c0_g1_i1,618.0,0.0,618.0
2670,TRINITY_DN12188_c0_g1_i1,616.0,0.0,616.0
1023,TRINITY_DN107_c0_g1_i1,624.0,8.0,616.0
10749,TRINITY_DN3477_c0_g1_i1,622.0,6.0,616.0
1583,TRINITY_DN11245_c0_g1_i1,616.0,8.0,608.0
11281,TRINITY_DN3841_c0_g1_i1,608.0,0.0,608.0
19332,TRINITY_DN9940_c0_g1_i1,644.0,40.0,604.0
12344,TRINITY_DN4602_c0_g1_i1,616.0,12.0,604.0
56,TRINITY_DN10032_c0_g1_i1,616.0,12.0,604.0
11569,TRINITY_DN4033_c0_g1_i1,608.0,8.0,600.0
5777,TRINITY_DN1499_c0_g1_i2,598.0,0.0,598.0
14684,TRINITY_DN6326_c0_g1_i1,608.0,10.0,598.0
11725,TRINITY_DN4154_c0_g1_i1,616.0,18.0,598.0
12455,TRINITY_DN4686_c0_g1_i1,634.0,38.0,596.0
119,TRINITY_DN10082_c0_g1_i1,598.0,6.0,592.0
340,TRINITY_DN10253_c0_g1_i1,596.0,4.0,592.0
8960,TRINITY_DN231_c0_g1_i1,674.0,82.0,592.0
14274,TRINITY_DN6003_c0_g1_i1,596.0,6.0,590.0
17697,TRINITY_DN85_c0_g1_i1,600.0,18.0,582.0
3790,TRINITY_DN13145_c0_g1_i1,572.0,0.0,572.0
7928,TRINITY_DN177_c0_g1_i1,614.0,44.0,570.0
159,TRINITY_DN10111_c0_g1_i1,576.0,6.0,570.0
9874,TRINITY_DN2891_c0_g1_i1,592.0,24.0,568.0
2678,TRINITY_DN12195_c0_g1_i1,564.0,0.0,564.0
10303,TRINITY_DN3161_c0_g1_i1,564.0,0.0,564.0
954,TRINITY_DN10744_c0_g1_i1,562.0,0.0,562.0
11244,TRINITY_DN3816_c0_g1_i1,580.0,20.0,560.0
12062,TRINITY_DN43_c0_g1_i2,558.0,0.0,558.0
9742,TRINITY_DN27_c0_g1_i2,556.0,0.0,556.0
10499,TRINITY_DN329_c0_g1_i1,596.0,46.0,550.0
9995,TRINITY_DN2965_c0_g1_i1,636.0,86.0,550.0
1636,TRINITY_DN11290_c0_g1_i1,552.0,6.0,546.0
12986,TRINITY_DN5035_c0_g1_i1,568.0,26.0,542.0
9910,TRINITY_DN2913_c0_g1_i1,548.0,8.0,540.0
9058,TRINITY_DN2381_c0_g2_i1,538.0,0.0,538.0
1570,TRINITY_DN11234_c0_g1_i1,544.0,6.0,538.0
827,TRINITY_DN10644_c0_g1_i1,538.0,2.0,536.0
13932,TRINITY_DN5732_c0_g1_i1,540.0,6.0,534.0
10855,TRINITY_DN355_c0_g1_i1,532.0,0.0,532.0
10987,TRINITY_DN363_c0_g1_i1,544.0,12.0,532.0
14270,TRINITY_DN5_c0_g1_i6,530.0,0.0,530.0
9928,TRINITY_DN2928_c0_g1_i1,558.0,30.0,528.0
11583,TRINITY_DN4045_c0_g1_i1,532.0,4.0,528.0
866,TRINITY_DN10670_c0_g1_i1,532.0,6.0,526.0
19389,TRINITY_DN9985_c0_g1_i1,544.0,18.0,526.0
1515,TRINITY_DN11193_c0_g1_i1,536.0,12.0,524.0
1408,TRINITY_DN11104_c0_g1_i1,524.0,0.0,524.0
4384,TRINITY_DN1368_c0_g1_i1,526.0,6.0,520.0
11041,TRINITY_DN367_c0_g1_i1,524.0,4.0,520.0
11745,TRINITY_DN4172_c0_g1_i1,538.0,20.0,518.0
12743,TRINITY_DN4880_c0_g1_i1,532.0,14.0,518.0
774,TRINITY_DN10600_c0_g1_i1,512.0,0.0,512.0
13747,TRINITY_DN5587_c0_g1_i1,524.0,12.0,512.0
12537,TRINITY_DN4742_c0_g1_i1,520.0,12.0,508.0
746,TRINITY_DN10578_c0_g1_i1,536.0,30.0,506.0
1365,TRINITY_DN11069_c0_g1_i1,510.0,4.0,506.0
4276,TRINITY_DN1358_c0_g1_i1,512.0,6.0,506.0
6821,TRINITY_DN15_c0_g1_i1,922.0,418.0,504.0
10088,TRINITY_DN3011_c0_g1_i1,586.0,84.0,502.0
13154,TRINITY_DN516_c0_g1_i1,500.0,0.0,500.0
15862,TRINITY_DN71_c0_g1_i3,496.0,0.0,496.0
11501,TRINITY_DN398_c0_g1_i1,496.0,0.0,496.0
10752,TRINITY_DN347_c0_g1_i1,688.0,196.0,492.0
4098,TRINITY_DN13418_c0_g1_i1,492.0,0.0,492.0
13653,TRINITY_DN5517_c0_g1_i1,496.0,4.0,492.0
17661,TRINITY_DN856_c0_g1_i1,606.0,122.0,484.0
8993,TRINITY_DN233_c0_g1_i2,484.0,0.0,484.0
11797,TRINITY_DN4210_c0_g1_i1,498.0,16.0,482.0
12461,TRINITY_DN4691_c0_g1_i1,482.0,0.0,482.0
2791,TRINITY_DN12289_c0_g1_i1,480.0,0.0,480.0
8757,TRINITY_DN221_c0_g1_i1,480.0,0.0,480.0
11289,TRINITY_DN3849_c0_g1_i1,634.0,156.0,478.0
2298,TRINITY_DN11858_c0_g1_i1,476.0,0.0,476.0
11218,TRINITY_DN379_c0_g1_i1,484.0,8.0,476.0
4079,TRINITY_DN133_c0_g1_i1,680.0,206.0,474.0
1019,TRINITY_DN10798_c0_g1_i1,478.0,6.0,472.0
8182,TRINITY_DN190_c0_g1_i2,538.0,68.0,470.0
14887,TRINITY_DN6483_c0_g1_i1,474.0,10.0,464.0
4915,TRINITY_DN14199_c0_g1_i1,464.0,0.0,464.0
3621,TRINITY_DN12999_c0_g1_i1,464.0,0.0,464.0
11562,TRINITY_DN402_c0_g1_i1,568.0,112.0,456.0
2378,TRINITY_DN11925_c0_g1_i1,454.0,0.0,454.0
684,TRINITY_DN10523_c0_g1_i2,454.0,0.0,454.0
942,TRINITY_DN10734_c0_g1_i2,454.0,0.0,454.0
531,TRINITY_DN10399_c0_g1_i1,452.0,0.0,452.0
18485,TRINITY_DN921_c0_g1_i1,450.0,4.0,446.0
8708,TRINITY_DN218_c0_g1_i3,446.0,0.0,446.0
1020,TRINITY_DN10799_c0_g1_i1,452.0,6.0,446.0
533,TRINITY_DN1039_c0_g2_i1,444.0,0.0,444.0
15113,TRINITY_DN6658_c0_g1_i1,446.0,2.0,444.0
16758,TRINITY_DN789_c0_g1_i1,438.0,0.0,438.0
13043,TRINITY_DN507_c0_g1_i1,444.0,6.0,438.0
15567,TRINITY_DN6995_c0_g1_i1,442.0,4.0,438.0
7595,TRINITY_DN167_c0_g1_i1,436.0,0.0,436.0
17903,TRINITY_DN875_c0_g1_i1,436.0,0.0,436.0
209,TRINITY_DN10151_c0_g1_i1,440.0,4.0,436.0
11425,TRINITY_DN3943_c0_g1_i1,436.0,4.0,432.0
109,TRINITY_DN10075_c0_g1_i1,432.0,0.0,432.0
19318,TRINITY_DN9928_c0_g1_i1,436.0,6.0,430.0
13792,TRINITY_DN5623_c0_g1_i1,444.0,18.0,426.0
293,TRINITY_DN10213_c0_g1_i1,432.0,6.0,426.0
2502,TRINITY_DN12036_c0_g1_i1,426.0,0.0,426.0
518,TRINITY_DN10388_c0_g1_i1,430.0,6.0,424.0
8274,TRINITY_DN196_c0_g1_i1,472.0,50.0,422.0
1728,TRINITY_DN11368_c0_g1_i1,424.0,4.0,420.0
1878,TRINITY_DN11498_c0_g1_i1,422.0,2.0,420.0
4036,TRINITY_DN13360_c0_g1_i1,416.0,0.0,416.0
10124,TRINITY_DN3041_c0_g1_i1,420.0,4.0,416.0
3583,TRINITY_DN12962_c0_g1_i1,416.0,0.0,416.0
10862,TRINITY_DN3560_c0_g1_i2,416.0,0.0,416.0
1202,TRINITY_DN10934_c0_g1_i1,426.0,10.0,416.0
83,TRINITY_DN10055_c0_g1_i1,418.0,6.0,412.0
13576,TRINITY_DN545_c0_g1_i1,420.0,10.0,410.0
12397,TRINITY_DN463_c0_g1_i1,408.0,0.0,408.0
12053,TRINITY_DN4397_c0_g1_i1,416.0,8.0,408.0
1395,TRINITY_DN11095_c0_g1_i1,418.0,10.0,408.0
460,TRINITY_DN10341_c0_g1_i1,418.0,10.0,408.0
2190,TRINITY_DN1175_c0_g1_i1,468.0,62.0,406.0
