,gene_id,expected_count
741,TRINITY_DN10624_c0_g1_i1,71.0
792,TRINITY_DN10676_c0_g1_i1,71.0
5694,TRINITY_DN15150_c0_g1_i1,71.0
6609,TRINITY_DN15898_c0_g1_i1,70.0
5678,TRINITY_DN15136_c0_g1_i1,70.0
2733,TRINITY_DN1233_c0_g2_i1,70.0
3614,TRINITY_DN13116_c0_g1_i1,70.0
10143,TRINITY_DN1881_c0_g1_i1,70.0
6080,TRINITY_DN15468_c0_g1_i1,70.0
5777,TRINITY_DN15217_c0_g1_i1,69.0
5719,TRINITY_DN15173_c0_g1_i1,69.0
6331,TRINITY_DN15671_c0_g1_i1,69.0
7871,TRINITY_DN16907_c0_g1_i1,69.0
1084,TRINITY_DN10925_c0_g1_i1,69.0
2617,TRINITY_DN12240_c0_g1_i1,69.0
3159,TRINITY_DN1270_c0_g1_i1,68.0
5592,TRINITY_DN1503_c0_g1_i1,68.0
3356,TRINITY_DN12882_c0_g1_i1,68.0
6833,TRINITY_DN16068_c0_g1_i1,68.0
876,TRINITY_DN1074_c0_g1_i1,68.0
2252,TRINITY_DN11910_c0_g1_i1,68.0
5202,TRINITY_DN1459_c0_g1_i1,68.0
2294,TRINITY_DN11946_c0_g1_i1,68.0
5959,TRINITY_DN15372_c0_g1_i1,67.0
1442,TRINITY_DN1121_c0_g1_i1,67.0
414,TRINITY_DN10331_c0_g1_i1,67.0
7768,TRINITY_DN16826_c0_g1_i1,67.0
10118,TRINITY_DN187_c0_g1_i1,66.0
1206,TRINITY_DN11006_c0_g1_i1,66.0
4255,TRINITY_DN13724_c0_g1_i1,66.0
774,TRINITY_DN10657_c0_g1_i1,66.0
10968,TRINITY_DN1952_c0_g1_i1,66.0
1486,TRINITY_DN11253_c0_g1_i1,66.0
6688,TRINITY_DN15965_c0_g1_i1,66.0
1012,TRINITY_DN1085_c0_g1_i1,66.0
4,TRINITY_DN10002_c0_g1_i1,65.0
541,TRINITY_DN10436_c0_g1_i1,65.0
2335,TRINITY_DN11987_c0_g1_i1,64.0
2570,TRINITY_DN1219_c0_g1_i1,64.0
6042,TRINITY_DN15437_c0_g1_i1,64.0
6880,TRINITY_DN16105_c0_g1_i1,64.0
2186,TRINITY_DN11846_c0_g1_i1,64.0
7268,TRINITY_DN16415_c0_g1_i1,64.0
1658,TRINITY_DN11397_c0_g1_i1,64.0
1296,TRINITY_DN11089_c0_g1_i1,64.0
5842,TRINITY_DN15269_c0_g1_i1,63.0
7368,TRINITY_DN16495_c0_g1_i1,63.0
7318,TRINITY_DN16450_c0_g1_i1,63.0
1332,TRINITY_DN11121_c0_g1_i1,63.0
6130,TRINITY_DN1550_c0_g1_i1,63.0
7168,TRINITY_DN16353_c0_g1_i1,62.0
1441,TRINITY_DN11219_c0_g1_i1,62.0
6533,TRINITY_DN15841_c0_g1_i1,62.0
7394,TRINITY_DN16515_c0_g1_i1,62.0
3323,TRINITY_DN12848_c0_g1_i1,62.0
2389,TRINITY_DN12030_c0_g1_i1,62.0
1937,TRINITY_DN11637_c0_g1_i1,62.0
856,TRINITY_DN10731_c0_g1_i1,62.0
2903,TRINITY_DN12493_c0_g1_i1,62.0
193,TRINITY_DN10143_c0_g1_i1,62.0
95,TRINITY_DN10072_c0_g1_i1,61.0
5957,TRINITY_DN15370_c0_g1_i1,61.0
11206,TRINITY_DN1973_c0_g1_i1,61.0
6425,TRINITY_DN15746_c0_g1_i1,61.0
5576,TRINITY_DN15016_c0_g1_i1,61.0
1597,TRINITY_DN11356_c0_g1_i1,61.0
10462,TRINITY_DN1907_c0_g1_i1,61.0
8764,TRINITY_DN1764_c0_g1_i1,61.0
1667,TRINITY_DN11400_c0_g1_i1,60.0
7312,TRINITY_DN16447_c0_g1_i1,60.0
7605,TRINITY_DN16696_c0_g1_i1,60.0
132,TRINITY_DN10103_c0_g1_i1,60.0
5691,TRINITY_DN15148_c0_g1_i1,60.0
379,TRINITY_DN10308_c0_g1_i1,59.0
5162,TRINITY_DN14554_c0_g1_i1,59.0
333,TRINITY_DN10270_c0_g1_i1,59.0
5836,TRINITY_DN15263_c0_g1_i1,59.0
6112,TRINITY_DN15497_c0_g1_i1,59.0
8346,TRINITY_DN1728_c0_g1_i1,59.0
6946,TRINITY_DN16162_c0_g1_i1,59.0
7543,TRINITY_DN16643_c0_g1_i1,59.0
6563,TRINITY_DN15856_c0_g1_i1,59.0
954,TRINITY_DN10822_c0_g1_i1,59.0
91,TRINITY_DN1006_c0_g1_i1,58.0
2999,TRINITY_DN12572_c0_g1_i1,58.0
1286,TRINITY_DN1107_c0_g1_i1,58.0
1030,TRINITY_DN10875_c0_g1_i1,58.0
6472,TRINITY_DN15786_c0_g1_i1,58.0
779,TRINITY_DN10662_c0_g1_i1,58.0
6624,TRINITY_DN1590_c0_g1_i1,58.0
6628,TRINITY_DN15913_c0_g1_i1,57.0
159,TRINITY_DN10127_c0_g1_i1,57.0
6066,TRINITY_DN15458_c0_g1_i1,57.0
5743,TRINITY_DN15193_c0_g1_i1,57.0
5826,TRINITY_DN15255_c0_g1_i1,57.0
3090,TRINITY_DN12650_c0_g1_i1,57.0
5995,TRINITY_DN15398_c0_g1_i1,56.0
930,TRINITY_DN1079_c0_g1_i1,56.0
612,TRINITY_DN10505_c0_g1_i1,56.0
1402,TRINITY_DN11188_c0_g1_i1,56.0
109,TRINITY_DN10084_c0_g1_i1,56.0
7675,TRINITY_DN16754_c0_g1_i1,56.0
99,TRINITY_DN10076_c0_g1_i1,56.0
6013,TRINITY_DN15410_c0_g1_i1,55.0
7698,TRINITY_DN16774_c0_g1_i1,55.0
236,TRINITY_DN1017_c0_g1_i1,55.0
9425,TRINITY_DN181_c0_g1_i1,55.0
8452,TRINITY_DN1736_c0_g1_i1,55.0
5876,TRINITY_DN15299_c0_g1_i1,54.0
5741,TRINITY_DN15191_c0_g1_i1,54.0
5793,TRINITY_DN15229_c0_g1_i1,54.0
7718,TRINITY_DN16793_c0_g1_i1,54.0
7136,TRINITY_DN16329_c0_g1_i1,54.0
9970,TRINITY_DN1866_c0_g1_i1,54.0
544,TRINITY_DN10439_c0_g1_i1,54.0
1553,TRINITY_DN11316_c0_g1_i1,54.0
2415,TRINITY_DN12056_c0_g1_i1,54.0
72,TRINITY_DN10050_c0_g1_i1,53.0
2023,TRINITY_DN11713_c0_g1_i1,53.0
879,TRINITY_DN10753_c0_g1_i1,53.0
1834,TRINITY_DN11549_c0_g1_i1,53.0
2372,TRINITY_DN12017_c0_g1_i1,53.0
5824,TRINITY_DN15253_c0_g1_i1,53.0
7035,TRINITY_DN16236_c0_g1_i1,52.0
7038,TRINITY_DN16239_c0_g1_i1,52.0
322,TRINITY_DN1025_c0_g1_i1,52.0
875,TRINITY_DN10749_c0_g1_i1,52.0
2509,TRINITY_DN12141_c0_g1_i1,52.0
2182,TRINITY_DN11841_c0_g1_i1,52.0
7722,TRINITY_DN16797_c0_g1_i1,52.0
2966,TRINITY_DN12550_c0_g1_i1,52.0
805,TRINITY_DN10687_c0_g1_i1,52.0
2861,TRINITY_DN12450_c0_g1_i1,52.0
558,TRINITY_DN10450_c0_g1_i1,51.0
985,TRINITY_DN10837_c0_g1_i1,51.0
6866,TRINITY_DN16097_c0_g1_i1,51.0
1545,TRINITY_DN1130_c0_g1_i1,51.0
7714,TRINITY_DN1678_c0_g1_i1,51.0
693,TRINITY_DN10582_c0_g1_i1,51.0
7265,TRINITY_DN16413_c0_g1_i1,51.0
7548,TRINITY_DN16648_c0_g1_i1,50.0
1284,TRINITY_DN11078_c0_g1_i1,50.0
5994,TRINITY_DN15396_c0_g1_i1,50.0
1549,TRINITY_DN11312_c0_g1_i1,50.0
7504,TRINITY_DN16609_c0_g1_i1,50.0
7429,TRINITY_DN16549_c0_g1_i1,50.0
7342,TRINITY_DN16470_c0_g1_i1,50.0
3057,TRINITY_DN12620_c0_g1_i1,50.0
280,TRINITY_DN10220_c0_g1_i1,50.0
873,TRINITY_DN10747_c0_g1_i1,49.0
3636,TRINITY_DN13137_c0_g1_i1,49.0
737,TRINITY_DN10620_c0_g1_i1,49.0
218,TRINITY_DN10164_c0_g1_i1,49.0
643,TRINITY_DN10537_c0_g1_i1,49.0
1563,TRINITY_DN11325_c0_g1_i1,49.0
378,TRINITY_DN10307_c0_g1_i1,49.0
495,TRINITY_DN10395_c0_g1_i1,48.0
2870,TRINITY_DN1245_c0_g1_i1,48.0
1334,TRINITY_DN11123_c0_g1_i1,48.0
1470,TRINITY_DN11244_c0_g1_i1,48.0
443,TRINITY_DN10357_c0_g1_i1,48.0
2625,TRINITY_DN12248_c0_g1_i1,48.0
10687,TRINITY_DN1927_c0_g1_i1,48.0
5248,TRINITY_DN1464_c0_g1_i1,48.0
6450,TRINITY_DN15768_c0_g1_i1,48.0
389,TRINITY_DN10317_c0_g1_i1,48.0
6113,TRINITY_DN15498_c0_g1_i1,47.0
654,TRINITY_DN10547_c0_g1_i1,47.0
1040,TRINITY_DN10883_c0_g1_i1,47.0
2245,TRINITY_DN11904_c0_g1_i1,47.0
788,TRINITY_DN10672_c0_g1_i1,46.0
250,TRINITY_DN10195_c0_g1_i1,46.0
6889,TRINITY_DN16112_c0_g1_i1,46.0
899,TRINITY_DN10772_c0_g1_i1,46.0
421,TRINITY_DN10338_c0_g1_i1,46.0
6790,TRINITY_DN16031_c0_g1_i1,46.0
3598,TRINITY_DN130_c0_g1_i2,46.0
762,TRINITY_DN10645_c0_g1_i1,45.0
609,TRINITY_DN10502_c0_g1_i1,45.0
2012,TRINITY_DN11704_c0_g1_i1,45.0
7024,TRINITY_DN16225_c0_g1_i1,45.0
9532,TRINITY_DN1829_c0_g1_i1,45.0
594,TRINITY_DN10486_c0_g1_i1,45.0
1011,TRINITY_DN10859_c0_g1_i1,45.0
6075,TRINITY_DN15464_c0_g1_i1,45.0
7641,TRINITY_DN16726_c0_g1_i1,45.0
7549,TRINITY_DN16649_c0_g1_i1,45.0
7619,TRINITY_DN16706_c0_g1_i1,45.0
7877,TRINITY_DN16912_c0_g1_i1,45.0
2621,TRINITY_DN12244_c0_g1_i1,45.0
1017,TRINITY_DN10863_c0_g1_i1,45.0
2600,TRINITY_DN1222_c0_g1_i1,45.0
347,TRINITY_DN10280_c0_g1_i1,44.0
535,TRINITY_DN10430_c0_g1_i1,44.0
3779,TRINITY_DN1327_c0_g1_i1,44.0
1065,TRINITY_DN10907_c0_g1_i1,44.0
10801,TRINITY_DN1937_c0_g1_i1,44.0
1905,TRINITY_DN11605_c0_g1_i1,44.0
723,TRINITY_DN10609_c0_g1_i1,44.0
148,TRINITY_DN10116_c0_g1_i1,44.0
2907,TRINITY_DN12498_c0_g1_i1,43.0
7661,TRINITY_DN16742_c0_g1_i1,43.0
103,TRINITY_DN1007_c0_g1_i1,43.0
709,TRINITY_DN10597_c0_g1_i1,43.0
946,TRINITY_DN10815_c0_g1_i1,43.0
7525,TRINITY_DN16628_c0_g1_i1,43.0
1562,TRINITY_DN11324_c0_g1_i1,43.0
338,TRINITY_DN10275_c0_g1_i1,43.0
4804,TRINITY_DN14214_c0_g1_i1,43.0
50,TRINITY_DN1003_c0_g1_i1,43.0
5991,TRINITY_DN15393_c0_g1_i1,42.0
6155,TRINITY_DN15532_c0_g1_i1,42.0
1042,TRINITY_DN10885_c0_g1_i1,42.0
6181,TRINITY_DN15551_c0_g1_i1,42.0
1170,TRINITY_DN10998_c0_g1_i1,42.0
5856,TRINITY_DN15280_c0_g1_i1,42.0
6138,TRINITY_DN15515_c0_g1_i1,42.0
1044,TRINITY_DN10887_c0_g1_i1,42.0
6886,TRINITY_DN1610_c0_g2_i1,42.0
548,TRINITY_DN10442_c0_g1_i1,41.0
1991,TRINITY_DN11687_c0_g1_i1,41.0
3344,TRINITY_DN1286_c0_g1_i1,41.0
6117,TRINITY_DN154_c0_g1_i2,41.0
7082,TRINITY_DN16278_c0_g1_i1,41.0
329,TRINITY_DN10267_c0_g1_i1,41.0
5421,TRINITY_DN14833_c0_g1_i1,41.0
363,TRINITY_DN10294_c0_g1_i1,41.0
1064,TRINITY_DN10906_c0_g1_i1,41.0
1201,TRINITY_DN11001_c0_g1_i1,40.0
7452,TRINITY_DN1656_c0_g1_i1,40.0
6827,TRINITY_DN16062_c0_g1_i1,40.0
656,TRINITY_DN10549_c0_g1_i1,40.0
313,TRINITY_DN10251_c0_g1_i1,40.0
4260,TRINITY_DN1372_c0_g1_i1,40.0
371,TRINITY_DN102_c0_g1_i2,40.0
2774,TRINITY_DN12379_c0_g1_i1,40.0
6182,TRINITY_DN15552_c0_g1_i1,39.0
6930,TRINITY_DN16149_c0_g1_i1,39.0
364,TRINITY_DN10295_c0_g1_i1,39.0
1337,TRINITY_DN11126_c0_g1_i1,39.0
758,TRINITY_DN10641_c0_g1_i1,39.0
1327,TRINITY_DN11118_c0_g1_i1,39.0
748,TRINITY_DN10632_c0_g1_i1,39.0
1147,TRINITY_DN10978_c0_g1_i1,39.0
7905,TRINITY_DN16935_c0_g1_i1,38.0
942,TRINITY_DN1080_c0_g1_i1,38.0
7270,TRINITY_DN16417_c0_g1_i1,38.0
6234,TRINITY_DN1558_c0_g1_i1,38.0
3154,TRINITY_DN12705_c0_g1_i1,38.0
5997,TRINITY_DN1539_c0_g1_i1,38.0
224,TRINITY_DN1016_c0_g1_i1,38.0
10364,TRINITY_DN1899_c0_g1_i1,38.0
1135,TRINITY_DN10967_c0_g1_i1,38.0
6682,TRINITY_DN1595_c0_g1_i1,37.0
332,TRINITY_DN1026_c0_g1_i1,37.0
642,TRINITY_DN10536_c0_g1_i1,37.0
782,TRINITY_DN10667_c0_g1_i1,37.0
1122,TRINITY_DN10954_c0_g1_i1,37.0
6064,TRINITY_DN15456_c0_g1_i1,37.0
7425,TRINITY_DN16544_c0_g1_i1,37.0
5709,TRINITY_DN15163_c0_g1_i1,37.0
6436,TRINITY_DN15757_c0_g1_i1,37.0
46,TRINITY_DN10034_c0_g1_i1,37.0
1233,TRINITY_DN11029_c0_g1_i1,36.0
841,TRINITY_DN10719_c0_g1_i1,36.0
133,TRINITY_DN10104_c0_g1_i1,36.0
1229,TRINITY_DN11025_c0_g1_i1,36.0
2970,TRINITY_DN12554_c0_g1_i1,36.0
4520,TRINITY_DN13968_c0_g1_i1,36.0
7007,TRINITY_DN16211_c0_g1_i1,36.0
1353,TRINITY_DN11140_c0_g1_i1,36.0
1465,TRINITY_DN1123_c0_g1_i1,36.0
7526,TRINITY_DN16629_c0_g1_i1,36.0
1049,TRINITY_DN10890_c0_g1_i1,36.0
2713,TRINITY_DN12324_c0_g1_i1,36.0
878,TRINITY_DN10752_c0_g1_i1,35.0
4793,TRINITY_DN14200_c0_g1_i1,35.0
882,TRINITY_DN10757_c0_g1_i1,35.0
343,TRINITY_DN1027_c0_g1_i1,35.0
382,TRINITY_DN10310_c0_g1_i1,35.0
4918,TRINITY_DN1432_c0_g1_i1,35.0
4633,TRINITY_DN14052_c0_g1_i1,35.0
2556,TRINITY_DN12185_c0_g1_i1,35.0
7188,TRINITY_DN16366_c0_g1_i1,35.0
7505,TRINITY_DN1660_c0_g1_i1,35.0
518,TRINITY_DN10414_c0_g1_i1,35.0
6423,TRINITY_DN15744_c0_g1_i1,35.0
5906,TRINITY_DN15323_c0_g1_i1,35.0
7724,TRINITY_DN16799_c0_g1_i1,35.0
978,TRINITY_DN10830_c0_g1_i1,35.0
5354,TRINITY_DN14766_c0_g1_i1,34.0
6123,TRINITY_DN15505_c0_g1_i1,34.0
2076,TRINITY_DN11741_c0_g1_i1,34.0
8508,TRINITY_DN1741_c0_g1_i1,34.0
6463,TRINITY_DN15779_c0_g1_i1,34.0
6600,TRINITY_DN15889_c0_g1_i1,34.0
1380,TRINITY_DN11168_c0_g1_i1,34.0
6453,TRINITY_DN1576_c0_g1_i1,34.0
6457,TRINITY_DN15773_c0_g1_i1,34.0
1487,TRINITY_DN11254_c0_g1_i1,34.0
1566,TRINITY_DN11328_c0_g1_i1,34.0
1438,TRINITY_DN11216_c0_g1_i1,34.0
7156,TRINITY_DN16344_c0_g1_i1,34.0
561,TRINITY_DN10453_c0_g1_i1,33.0
251,TRINITY_DN10196_c0_g1_i1,33.0
478,TRINITY_DN10379_c0_g1_i1,33.0
294,TRINITY_DN10233_c0_g1_i1,33.0
1458,TRINITY_DN11233_c0_g1_i1,33.0
1103,TRINITY_DN10940_c0_g1_i1,33.0
1082,TRINITY_DN10923_c0_g1_i1,33.0
4433,TRINITY_DN13885_c0_g1_i1,33.0
2653,TRINITY_DN12276_c0_g1_i1,33.0
3771,TRINITY_DN13271_c0_g1_i1,33.0
5778,TRINITY_DN15218_c0_g1_i1,33.0
7128,TRINITY_DN16322_c0_g1_i1,33.0
1770,TRINITY_DN1149_c0_g1_i1,33.0
2665,TRINITY_DN12286_c0_g1_i1,32.0
359,TRINITY_DN10290_c0_g1_i1,32.0
5077,TRINITY_DN14481_c0_g1_i1,32.0
717,TRINITY_DN10603_c0_g1_i1,32.0
5879,TRINITY_DN152_c0_g1_i2,32.0
2176,TRINITY_DN11834_c0_g1_i1,32.0
7457,TRINITY_DN16574_c0_g1_i1,32.0
1889,TRINITY_DN11595_c0_g1_i1,32.0
697,TRINITY_DN10586_c0_g1_i1,32.0
6356,TRINITY_DN15691_c0_g1_i1,32.0
1569,TRINITY_DN11330_c0_g1_i1,32.0
6900,TRINITY_DN16121_c0_g1_i1,32.0
1061,TRINITY_DN10903_c0_g1_i1,32.0
992,TRINITY_DN10841_c0_g1_i1,32.0
1118,TRINITY_DN10950_c0_g1_i1,32.0
1489,TRINITY_DN11256_c0_g1_i1,32.0
7869,TRINITY_DN16905_c0_g1_i1,32.0
686,TRINITY_DN10576_c0_g1_i1,32.0
5693,TRINITY_DN1514_c0_g1_i1,32.0
397,TRINITY_DN10324_c0_g1_i1,31.0
3717,TRINITY_DN13214_c0_g1_i1,31.0
487,TRINITY_DN1038_c0_g1_i1,31.0
1239,TRINITY_DN11033_c0_g1_i1,31.0
5080,TRINITY_DN14484_c0_g1_i1,31.0
595,TRINITY_DN10487_c0_g1_i1,31.0
628,TRINITY_DN10521_c0_g1_i1,31.0
6692,TRINITY_DN15969_c0_g1_i1,31.0
3491,TRINITY_DN13006_c0_g1_i1,31.0
7225,TRINITY_DN16382_c0_g1_i1,31.0
1745,TRINITY_DN11472_c0_g1_i1,31.0
2627,TRINITY_DN1224_c0_g1_i1,31.0
7951,TRINITY_DN16978_c0_g1_i1,31.0
5999,TRINITY_DN153_c0_g1_i1,31.0
889,TRINITY_DN10763_c0_g1_i1,31.0
2382,TRINITY_DN12026_c0_g1_i1,31.0
3570,TRINITY_DN13075_c0_g1_i1,31.0
959,TRINITY_DN10827_c0_g1_i1,31.0
3172,TRINITY_DN12723_c0_g1_i1,30.0
462,TRINITY_DN10363_c0_g1_i1,30.0
1395,TRINITY_DN11181_c0_g1_i1,30.0
759,TRINITY_DN10642_c0_g1_i1,30.0
6374,TRINITY_DN15703_c0_g1_i1,30.0
932,TRINITY_DN107_c0_g1_i2,30.0
994,TRINITY_DN10843_c0_g1_i1,30.0
3358,TRINITY_DN12884_c0_g1_i1,30.0
6953,TRINITY_DN16168_c0_g1_i1,30.0
1242,TRINITY_DN11036_c0_g1_i1,30.0
1322,TRINITY_DN11112_c0_g1_i1,30.0
4010,TRINITY_DN1350_c0_g1_i1,30.0
48,TRINITY_DN10037_c0_g1_i1,30.0
1710,TRINITY_DN1143_c0_g1_i1,30.0
7410,TRINITY_DN16529_c0_g1_i1,30.0
259,TRINITY_DN10200_c0_g1_i1,30.0
268,TRINITY_DN1020_c0_g1_i1,30.0
374,TRINITY_DN10303_c0_g1_i1,30.0
10330,TRINITY_DN1896_c0_g1_i1,30.0
271,TRINITY_DN10211_c0_g1_i1,29.0
5838,TRINITY_DN15265_c0_g1_i1,29.0
4423,TRINITY_DN13873_c0_g1_i1,29.0
519,TRINITY_DN10415_c0_g1_i1,29.0
288,TRINITY_DN10228_c0_g1_i1,29.0
6575,TRINITY_DN15866_c0_g1_i1,29.0
1015,TRINITY_DN10861_c0_g1_i1,29.0
7771,TRINITY_DN16829_c0_g1_i1,29.0
836,TRINITY_DN10712_c0_g1_i1,29.0
1085,TRINITY_DN10926_c0_g1_i1,29.0
3977,TRINITY_DN13478_c0_g1_i1,29.0
510,TRINITY_DN10407_c0_g1_i1,29.0
503,TRINITY_DN10400_c0_g1_i1,29.0
955,TRINITY_DN10823_c0_g1_i1,29.0
6732,TRINITY_DN15998_c0_g1_i1,29.0
6233,TRINITY_DN15589_c0_g1_i1,29.0
9321,TRINITY_DN1810_c0_g1_i1,28.0
657,TRINITY_DN1054_c0_g1_i1,28.0
593,TRINITY_DN10484_c0_g1_i1,28.0
11578,TRINITY_DN2004_c0_g1_i1,28.0
7767,TRINITY_DN16825_c0_g1_i1,28.0
320,TRINITY_DN10258_c0_g1_i1,28.0
3443,TRINITY_DN1295_c0_g2_i1,28.0
6779,TRINITY_DN16022_c0_g1_i1,28.0
7447,TRINITY_DN16564_c0_g1_i1,28.0
6187,TRINITY_DN15557_c0_g1_i1,28.0
1260,TRINITY_DN11054_c0_g1_i1,27.0
254,TRINITY_DN10199_c0_g1_i1,27.0
5827,TRINITY_DN15257_c0_g1_i1,27.0
6830,TRINITY_DN16065_c0_g1_i1,27.0
2896,TRINITY_DN12486_c0_g1_i1,27.0
1455,TRINITY_DN11230_c0_g1_i1,27.0
1092,TRINITY_DN10931_c0_g1_i1,27.0
5972,TRINITY_DN15384_c0_g1_i1,27.0
1510,TRINITY_DN11277_c0_g1_i1,27.0
1543,TRINITY_DN11308_c0_g1_i1,27.0
2148,TRINITY_DN1180_c0_g1_i1,27.0
2282,TRINITY_DN11937_c0_g1_i1,27.0
7025,TRINITY_DN16226_c0_g1_i1,27.0
6098,TRINITY_DN15484_c0_g1_i1,27.0
715,TRINITY_DN10601_c0_g1_i1,27.0
312,TRINITY_DN10250_c0_g1_i1,27.0
117,TRINITY_DN10090_c0_g1_i1,26.0
1264,TRINITY_DN1105_c0_g1_i1,26.0
1387,TRINITY_DN11174_c0_g1_i1,26.0
6769,TRINITY_DN16015_c0_g1_i1,26.0
751,TRINITY_DN10635_c0_g1_i1,26.0
724,TRINITY_DN1060_c0_g1_i1,26.0
1050,TRINITY_DN10894_c0_g1_i1,26.0
2968,TRINITY_DN12552_c0_g1_i1,26.0
3008,TRINITY_DN12580_c0_g1_i1,26.0
5766,TRINITY_DN15209_c0_g1_i1,26.0
5796,TRINITY_DN15230_c0_g1_i1,26.0
9309,TRINITY_DN1809_c0_g1_i1,26.0
2020,TRINITY_DN11710_c0_g1_i1,26.0
4252,TRINITY_DN13721_c0_g1_i1,26.0
426,TRINITY_DN10342_c0_g1_i1,25.0
2253,TRINITY_DN11911_c0_g1_i1,25.0
1276,TRINITY_DN11070_c0_g1_i1,25.0
7949,TRINITY_DN16975_c0_g1_i1,25.0
2768,TRINITY_DN12372_c0_g1_i1,25.0
1294,TRINITY_DN11087_c0_g1_i1,25.0
35,TRINITY_DN10023_c0_g1_i1,25.0
2200,TRINITY_DN11861_c0_g1_i1,25.0
6902,TRINITY_DN16123_c0_g1_i1,25.0
639,TRINITY_DN10532_c0_g1_i1,24.0
459,TRINITY_DN10360_c0_g1_i1,24.0
11407,TRINITY_DN1990_c0_g1_i1,24.0
1819,TRINITY_DN11535_c0_g1_i1,24.0
1568,TRINITY_DN1132_c0_g1_i1,24.0
2511,TRINITY_DN12144_c0_g1_i1,24.0
5860,TRINITY_DN15284_c0_g1_i1,24.0
1277,TRINITY_DN11071_c0_g1_i1,24.0
1271,TRINITY_DN11066_c0_g1_i1,24.0
3552,TRINITY_DN1305_c0_g1_i1,24.0
901,TRINITY_DN10774_c0_g1_i1,24.0
4839,TRINITY_DN14251_c0_g1_i1,24.0
1217,TRINITY_DN11016_c0_g1_i1,24.0
2109,TRINITY_DN11773_c0_g1_i1,24.0
896,TRINITY_DN1076_c0_g1_i1,24.0
3563,TRINITY_DN13068_c0_g1_i1,23.0
987,TRINITY_DN10839_c0_g1_i1,23.0
769,TRINITY_DN10652_c0_g1_i1,23.0
705,TRINITY_DN10593_c0_g1_i1,23.0
6099,TRINITY_DN15485_c0_g1_i1,23.0
6104,TRINITY_DN1548_c0_g1_i1,23.0
6851,TRINITY_DN16084_c0_g1_i1,23.0
1316,TRINITY_DN11107_c0_g1_i1,23.0
3413,TRINITY_DN12937_c0_g1_i1,23.0
1625,TRINITY_DN11374_c0_g1_i1,23.0
1226,TRINITY_DN11022_c0_g1_i1,23.0
6426,TRINITY_DN15748_c0_g1_i1,23.0
385,TRINITY_DN10313_c0_g1_i1,23.0
5790,TRINITY_DN15226_c0_g1_i1,23.0
3559,TRINITY_DN13064_c0_g1_i1,23.0
2898,TRINITY_DN12488_c0_g1_i1,23.0
3040,TRINITY_DN12605_c0_g1_i1,23.0
7704,TRINITY_DN1677_c0_g1_i1,22.0
71,TRINITY_DN1004_c0_g1_i1,22.0
2289,TRINITY_DN11941_c0_g1_i1,22.0
5834,TRINITY_DN15261_c0_g1_i2,22.0
24,TRINITY_DN1001_c0_g1_i1,22.0
2362,TRINITY_DN12007_c0_g1_i1,22.0
2465,TRINITY_DN12102_c0_g1_i1,22.0
6649,TRINITY_DN15931_c0_g1_i1,22.0
1521,TRINITY_DN11287_c0_g1_i1,22.0
7850,TRINITY_DN16893_c0_g1_i1,22.0
689,TRINITY_DN10579_c0_g1_i1,22.0
1463,TRINITY_DN11238_c0_g1_i1,22.0
909,TRINITY_DN10782_c0_g1_i1,22.0
1738,TRINITY_DN11466_c0_g1_i1,22.0
1765,TRINITY_DN11493_c0_g1_i1,22.0
6040,TRINITY_DN15435_c0_g1_i1,22.0
1370,TRINITY_DN11158_c0_g1_i1,22.0
1169,TRINITY_DN10997_c0_g1_i1,22.0
3539,TRINITY_DN13047_c0_g1_i1,22.0
5786,TRINITY_DN15223_c0_g1_i1,21.0
1205,TRINITY_DN11005_c0_g1_i1,21.0
3105,TRINITY_DN12666_c0_g1_i1,21.0
1283,TRINITY_DN11077_c0_g1_i1,21.0
1488,TRINITY_DN11255_c0_g1_i1,21.0
1554,TRINITY_DN11318_c0_g1_i1,21.0
1547,TRINITY_DN11310_c0_g1_i1,21.0
1528,TRINITY_DN11292_c0_g1_i1,21.0
5851,TRINITY_DN15277_c0_g1_i1,21.0
1027,TRINITY_DN10872_c0_g1_i1,21.0
898,TRINITY_DN10771_c0_g1_i1,21.0
4600,TRINITY_DN14023_c0_g1_i1,21.0
227,TRINITY_DN10171_c0_g1_i2,21.0
1041,TRINITY_DN10884_c0_g1_i1,21.0
2103,TRINITY_DN11769_c0_g1_i1,21.0
1081,TRINITY_DN10922_c0_g1_i1,21.0
1372,TRINITY_DN1115_c0_g1_i1,21.0
5935,TRINITY_DN15350_c0_g1_i1,21.0
5726,TRINITY_DN1517_c0_g1_i1,21.0
7254,TRINITY_DN16404_c0_g1_i1,21.0
10201,TRINITY_DN1886_c0_g1_i1,20.0
2850,TRINITY_DN12441_c0_g1_i1,20.0
390,TRINITY_DN10318_c0_g1_i1,20.0
1257,TRINITY_DN11051_c0_g1_i1,20.0
6140,TRINITY_DN15517_c0_g1_i1,20.0
2565,TRINITY_DN12193_c0_g1_i1,20.0
1013,TRINITY_DN1085_c0_g2_i1,20.0
1055,TRINITY_DN10899_c0_g1_i1,20.0
6403,TRINITY_DN15729_c0_g1_i1,20.0
1428,TRINITY_DN11208_c0_g1_i1,20.0
7438,TRINITY_DN16557_c0_g1_i1,20.0
2052,TRINITY_DN11738_c0_g1_i1,20.0
7980,TRINITY_DN16993_c0_g1_i1,20.0
2596,TRINITY_DN12226_c0_g1_i1,20.0
2594,TRINITY_DN12223_c0_g1_i1,20.0
